Token,PoS,Lemma
Kulturfest,NOUN,Kulturfest
der,DET,der
JfE,ADJ,JfE
Impuls,NOUN,Impuls
des,DET,der
Kinderring,NOUN,Kinderring
e.V.,PROPN,e.V.
",",PUNCT,--
500,NUM,500
Euro,NOUN,Euro
folgende,ADJ,folgend
Projekte,NOUN,Projekt
erhalten,VERB,erhalten
zur,ADP,zu
Umsetzung,NOUN,Umsetzung
jeweils,ADV,jeweils
437,NUM,437
Euro,NOUN,Euro
:,PUNCT,--
-,PUNCT,--
das,DET,der
Kiezmobil,NOUN,Kiezmobil
des,DET,der
M,NOUN,M
3,NUM,3
",",PUNCT,--
Haus,NOUN,Haus
der,DET,der
Begegnung,NOUN,Begegnung
",",PUNCT,--
e.V.,NOUN,e.V.
-,PUNCT,--
die,DET,der
AG,NOUN,AG
Imker,NOUN,Imker
der,DET,der
Piaget-Schule,PROPN,Piaget-Schule
„,PUNCT,--
Hellersdorf,PROPN,Hellersdorf
brummt,VERB,brummen
“,PUNCT,--
-,PUNCT,--
das,DET,der
Jugendzentrum,NOUN,Jugendzentrum
Betonia,PROPN,Betonia
„,PUNCT,--
Ghettowhispers,NOUN,Ghettowhisper
“,PUNCT,--
zum,ADP,zu
Karneval,NOUN,Karneval
der,DET,der
Kulturen,NOUN,Kultur
-,PUNCT,--
die,DET,der
Politik-AG,NOUN,Politik-AG
der,DET,der
K.Wachsmann-Schule,PROPN,K.Wachsmann-Schule
für,ADP,für
Antirassismus-Workshops,NOUN,Antirassismus-Workshops
-,PUNCT,--
die,DET,der
JfE,PROPN,JfE
Fair,PROPN,Fair
des,DET,der
HVD,PROPN,HVD
für,ADP,für
Graffiti-Gestaltung,NOUN,Graffiti-Gestaltung
des,DET,der
Klubs,NOUN,Klub
-,PUNCT,--
die,DET,der
K.Wachsmann-Schule,PROPN,K.Wachsmann-Schule
für,ADP,für
Buttons,NOUN,Button
gegen,ADP,gegen
Rassismus,NOUN,Rassismus
-,PUNCT,--
die,DET,der
C.D.Friedrich-Schule,NOUN,C.D.Friedrich-Schule
für,ADP,für
Kunst-Gestaltungen,NOUN,Kunst-Gestaltung
-,PUNCT,--
die,DET,der
JfEPeliklub,PROPN,JfEPeliklub
der,DET,der
AWO,PROPN,AWO
/,PUNCT,--
pad,X,pad
e.V.,NOUN,e.V.
für,ADP,für
die,DET,der
Einrichtung,NOUN,Einrichtung
eines,DET,ein
Mädchenraums,NOUN,Mädchenraum
.,PUNCT,--
Das,DET,der
KJB,PROPN,KJB
organisiert,VERB,organisieren
vor,ADP,vor
Beginn,NOUN,Beginn
der,DET,der
Sommerferien,NOUN,Sommerferien
eine,DET,ein
zweite,ADJ,zweiter
Förderrunde,NOUN,Förderrunde
.,PUNCT,--
Zum,ADP,zu
Jahresende,NOUN,Jahresende
wird,AUX,werden
es,PRON,es
eine,DET,ein
Ehrungsveranstaltung,NOUN,Ehrungsveranstaltung
geben,VERB,geben
",",PUNCT,--
auf,ADP,auf
der,PRON,der
die,DET,der
geförderten,ADJ,gefördert
Projekte,NOUN,Projekt
bilanzieren,VERB,bilanzieren
",",PUNCT,--
wie,SCONJ,wie
sie,PRON,sie
ihr,DET,ihr
Vorhaben,NOUN,Vorhaben
umgesetzt,VERB,umsetzen
haben,AUX,haben
.,PUNCT,--
Die,DET,der
bezirklichen,ADJ,bezirklich
Aktionsfonds,NOUN,Aktionsfonds
zum,ADP,zu
Jugenddemokratiefonds,NOUN,Jugenddemokratiefonds
sind,AUX,sein
ein,DET,ein
Förderprogramm,NOUN,Förderprogramm
des,DET,der
Landes,NOUN,Land
Berlin,PROPN,Berlin
in,ADP,in
Kooperation,NOUN,Kooperation
mit,ADP,mit
der,DET,der
Jugend-,X,Jugend
und,CCONJ,und
Familienstiftung,NOUN,Familienstiftung
.,PUNCT,--
