Token,PoS,Lemma
(,PUNCT,--
Fingerfood,PROPN,Fingerfood
),PUNCT,--
mit,ADP,mit
Essensausgabe,NOUN,Essensausgabe
von,ADP,von
Mitarbeiter*innen,NOUN,Mitarbeiter*inn
der,DET,der
Polizei,NOUN,Polizei
.,PUNCT,--
Darüber,ADV,darüber
hinaus,ADP,hinaus
gibt,VERB,geben
es,PRON,es
den,DET,der
Kaffeewagen,NOUN,Kaffeewag
des,DET,der
Vita,NOUN,Vita
e.V.,PROPN,e.V.
",",PUNCT,--
der,DET,der
Kaffeespezialitäten,NOUN,Kaffeespezialität
anbietet,VERB,anbieten
.,PUNCT,--
Wie,ADP,wie
in,ADP,in
den,DET,der
vergangenen,ADJ,vergangen
Jahren,NOUN,Jahr
ist,AUX,sein
die,DET,der
Polizei,NOUN,Polizei
vertreten,VERB,vertreten
mit,ADP,mit
der,DET,der
Fahrradkodierung,NOUN,Fahrradkodierung
zur,ADP,zu
Diebstahlprävention,NOUN,Diebstahlprävention
.,PUNCT,--
Im,ADP,in
Auftrag,NOUN,Auftrag
Haraszthy,NOUN,Haraszthy
