Token,PoS,Lemma
Konzert-Matinée,NOUN,Konzert-Matinée
im,ADP,in
Garten,NOUN,Garten
der,DET,der
Begegnung,NOUN,Begegnung
"
",SPACE,"
"
Am,ADP,an
Donnerstag,NOUN,Donnerstag
",",PUNCT,--
dem,DET,der
8.,ADJ,8.
Oktober,NOUN,Oktober
2020,NUM,2020
",",PUNCT,--
haben,AUX,haben
das,DET,der
DRK-Nachbarschaftszentrum,NOUN,DRK-Nachbarschaftszentrum
",",PUNCT,--
soulgardenberlin,PROPN,Soulgardenberlin
gUG,PROPN,gUG
und,CCONJ,und
KulturLeben,NOUN,KulturLeben
Berlin,PROPN,Berlin
zu,ADP,zu
einer,DET,ein
Konzert-Matinée,NOUN,Konzert-Matinée
in,ADP,in
den,DET,der
Garten,NOUN,Garten
der,DET,der
Begegnung,NOUN,Begegnung
in,ADP,in
Marzahn-Hellersdorf,PROPN,Marzahn-Hellersdorf
eingeladen,VERB,einladen
.,PUNCT,--
Das,DET,der
Konzert,NOUN,Konzert
wurde,AUX,werden
im,ADP,in
Rahmen,NOUN,Rahmen
der,DET,der
Kampagne,NOUN,Kampagne
#,X,#
MusikerFürMusikerBerlin,X,MusikerFürMusikerBerlin
durchgeführt,VERB,durchführen
",",PUNCT,--
um,SCONJ,um
in,ADP,in
Zeiten,NOUN,Zeit
von,ADP,von
Corona,PROPN,Corona
ein,DET,ein
Zeichen,NOUN,Zeichen
für,ADP,für
kulturelle,ADJ,kulturell
und,CCONJ,und
soziale,ADJ,sozial
Teilhabe,NOUN,Teilhabe
zu,PART,zu
setzen,VERB,setzen
.,PUNCT,--
KulturLeben,NOUN,KulturLeben
Berlin,PROPN,Berlin
–,PUNCT,--
Schlüssel,NOUN,Schlüssel
zur,ADP,zu
Kultur,NOUN,Kultur
e.V.,X,e.V.
und,CCONJ,und
die,DET,der
Deutsche,ADJ,deutsch
Orchestervereinigung,NOUN,Orchestervereinigung
e.V.,PROPN,e.V.
(,PUNCT,--
DOV,PROPN,DOV
),PUNCT,--
haben,AUX,haben
die,DET,der
Kampagne,NOUN,Kampagne
#,X,#
MusikerFürMusikerBerlin,PROPN,MusikerFürMusikerBerlin
gestartet,VERB,starten
",",PUNCT,--
um,SCONJ,um
die,DET,der
kulturelle,ADJ,kulturell
Teilhabe,NOUN,Teilhabe
von,ADP,von
Menschen,NOUN,Mensch
in,ADP,in
sozial,ADV,sozial
schwierigen,ADJ,schwierig
Situationen,NOUN,Situation
zu,PART,zu
stärken,VERB,stärken
und,CCONJ,und
gleichzeitig,ADV,gleichzeitig
die,DET,der
in,ADP,in
ihrer,DET,ihr
Existenz,NOUN,Existenz
bedrohten,ADJ,bedroht
freischaffenden,ADJ,freischaffend
Musikerinnen,NOUN,Musikerinn
und,CCONJ,und
Musiker,NOUN,Musiker
in,ADP,in
Berlin,PROPN,Berlin
zu,PART,zu
unterstützen,VERB,unterstützen
.,PUNCT,--
Ein,DET,ein
Klarinetten-Violinen-Duo,NOUN,Klarinetten-Violinen-Duo
präsentierte,VERB,präsentieren
ein,DET,ein
buntes,ADJ,bunt
Programm,NOUN,Programm
mit,ADP,mit
klassischen,ADJ,klassisch
und,CCONJ,und
modernen,ADJ,modern
Stücken,NOUN,Stück
und,CCONJ,und
nahm,VERB,nehmen
rund,ADV,rund
30,NUM,30
Nachbarinnen,NOUN,Nachbarinn
und,CCONJ,und
Nachbarn,NOUN,Nachbar
mit,ADP,mit
auf,ADP,auf
eine,DET,ein
musikalische,ADJ,musikalisch
Reise,NOUN,Reise
.,PUNCT,--
Im,ADP,in
Rahmen,NOUN,Rahmen
der,DET,der
Kampagne,NOUN,Kampagne
#,X,#
MusikerFürMusikerBerlin,PROPN,MusikerFürMusikerBerlin
kamen,VERB,kommen
eine,DET,ein
Violinistin,NOUN,Violinistin
und,CCONJ,und
ein,DET,ein
Klarinettist,NOUN,Klarinettist
des,DET,der
Utopia,PROPN,Utopia
Orchesters,PROPN,Orchester
in,ADP,in
den,DET,der
Garten,NOUN,Garten
der,DET,der
Begegnung,NOUN,Begegnung
",",PUNCT,--
um,SCONJ,um
für,ADP,für
eine,DET,ein
kurze,ADJ,kurz
Zeit,NOUN,Zeit
unter,ADP,unter
freiem,ADJ,frei
Himmel,NOUN,Himmel
für,ADP,für
Nachbarinnen,NOUN,Nachbarinn
und,CCONJ,und
Nachbarn,NOUN,Nachbar
",",PUNCT,--
Mitarbeiterinnen,NOUN,Mitarbeiterin
und,CCONJ,und
Mitarbeiter,NOUN,Mitarbeiter
und,CCONJ,und
Zaungäste,NOUN,Zaungast
zu,PART,zu
musizieren,VERB,musizieren
.,PUNCT,--
Dargeboten,NOUN,Dargebot
wurde,AUX,werden
ein,DET,ein
abwechslungsreiches,ADJ,abwechslungsreich
Programm,NOUN,Programm
mit,ADP,mit
verschiedenen,ADJ,verschieden
Musikstilen,NOUN,Musikstil
von,ADP,von
„,PUNCT,--
Berliner,ADJ,Berliner
Luft,NOUN,Luft
“,PUNCT,--
bis,ADP,bis
hin,ADV,hin
zu,ADP,zu
„,PUNCT,--
Mein,DET,mein
kleiner,ADJ,klein
grüner,ADJ,grün
Kaktus,NOUN,Kaktus
“,PUNCT,--
vor,ADP,vor
der,DET,der
herbstlichen,ADJ,herbstlich
Kulisse,NOUN,Kulisse
des,DET,der
Gartens,NOUN,Garten
.,PUNCT,--
Mit,ADP,mit
dem,DET,der
Konzertformat,NOUN,Konzertformat
im,ADP,in
Gemeinschaftsgarten,NOUN,Gemeinschaftsgart
wurden,AUX,werden
Begegnungen,NOUN,Begegnung
und,CCONJ,und
künstlerische,ADJ,künstlerisch
Erlebnisse,NOUN,Erlebnis
möglich,ADV,möglich
",",PUNCT,--
wie,SCONJ,wie
sie,PRON,sie
sonst,ADV,sonst
