Token,PoS,Lemma
und,CCONJ,und
dort,ADV,dort
von,ADP,von
diesem,DET,dieser
furchtbaren,ADJ,furchtbar
Krieg,NOUN,Krieg
überrascht,VERB,überraschen
wurden,AUX,werden
.,PUNCT,--
Sie,PRON,sie
können,AUX,können
ihr,DET,ihr
Studium,NOUN,Studium
nicht,PART,nicht
in,ADP,in
ihrem,DET,ihr
Heimatland,NOUN,Heimatland
fortsetzen,VERB,fortsetzen
aus,ADP,aus
Gründen,NOUN,Grund
",",PUNCT,--
die,PRON,der
sie,PRON,sie
nicht,PART,nicht
selbst,ADV,selbst
zu,PART,zu
verantworten,VERB,verantworten
haben,AUX,haben
.,PUNCT,--
Mit,ADP,mit
dem,DET,der
nun,ADV,nun
gefassten,ADJ,gefasst
Beschluss,NOUN,Beschluss
geben,VERB,geben
wir,PRON,wir
diesen,DET,dieser
Menschen,NOUN,Mensch
eine,DET,ein
verlässliche,ADJ,verlässlich
Perspektive,NOUN,Perspektive
",",PUNCT,--
ihr,DET,ihr
Studium,NOUN,Studium
in,ADP,in
Berlin,PROPN,Berlin
fortsetzen,VERB,fortsetzen
zu,PART,zu
können,AUX,können
.,PUNCT,--
Zugleich,ADV,zugleich
erhöhen,VERB,erhöhen
wir,PRON,wir
dadurch,ADV,dadurch
die,DET,der
Chance,NOUN,Chance
",",PUNCT,--
das,DET,der
Potential,NOUN,Potential
von,ADP,von
hochqualifizierten,ADJ,hochqualifiziert
Fachkräften,NOUN,Fachkraft
nach,ADP,nach
deren,PRON,der
Studium,NOUN,Studium
dauerhaft,ADV,dauerhaft
für,ADP,für
Berlin,PROPN,Berlin
zu,PART,zu
gewinnen,VERB,gewinnen
.,PUNCT,--
“,PUNCT,--
Wissenschaftssenatorin,NOUN,Wissenschaftssenatorin
Ulrike,PROPN,Ulrike
Gote,PROPN,Gote
:,PUNCT,--
„,PUNCT,--
Studierende,NOUN,studierend
aus,ADP,aus
Drittstaaten,NOUN,Drittstaat
",",PUNCT,--
die,PRON,der
an,ADP,an
einer,DET,ein
ukrainischen,ADJ,ukrainisch
Hochschule,NOUN,Hochschule
eingeschrieben,VERB,einschreiben
waren,AUX,sein
",",PUNCT,--
sind,AUX,sein
vor,ADP,vor
demselben,DET,derselbe
Krieg,NOUN,Krieg
wie,ADP,wie
ihre,DET,ihr
Kommilitoninnen,NOUN,Kommilitoninne
und,CCONJ,und
Kommilitonen,NOUN,Kommiliton
mit,ADP,mit
ukrainischem,ADJ,ukrainisch
Pass,NOUN,Pass
geflohen,VERB,fliehen
und,CCONJ,und
sind,AUX,sein
in,ADP,in
ihrem,DET,ihr
Studienverlauf,NOUN,Studienverlauf
genauso,ADV,genauso
von,ADP,von
den,DET,der
Kriegsfolgen,NOUN,Kriegsfolge
betroffen,VERB,betreffen
.,PUNCT,--
Wir,PRON,wir
wollen,AUX,wollen
sie,PRON,sie
so,ADV,so
unterstützen,VERB,unterstützen
",",PUNCT,--
dass,SCONJ,dass
sie,PRON,sie
mit,ADP,mit
möglichst,ADV,möglichst
wenigen,DET,weniger
Brüchen,NOUN,Bruch
ihre,DET,ihr
Bildungsbiografie,NOUN,Bildungsbiografie
fortsetzen,VERB,fortsetzen
können,AUX,können
.,PUNCT,--
Ich,PRON,ich
freue,VERB,freuen
mich,PRON,sich
darüber,ADV,darüber
",",PUNCT,--
dass,SCONJ,dass
wir,PRON,wir
durch,ADP,durch
unseren,DET,unser
Beschluss,NOUN,Beschluss
den,DET,der
aus,ADP,aus
der,DET,der
Ukraine,PROPN,Ukraine
geflohenen,ADJ,geflohen
Studierenden,NOUN,studierend
aus,ADP,aus
Drittstaaten,NOUN,Drittstaat
die,DET,der
Möglichkeit,NOUN,Möglichkeit
einräumen,VERB,einräumen
",",PUNCT,--
sich,PRON,sich
auf,ADP,auf
ein,DET,ein
Studium,NOUN,Studium
in,ADP,in
Berlin,PROPN,Berlin
vorzubereiten,VERB,vorbereiten
",",PUNCT,--
um,SCONJ,um
es,PRON,es
hier,ADV,hier
fortzusetzen,VERB,fortsetzen
.,PUNCT,--
Das,PRON,der
ist,AUX,sein
ein,DET,ein
erster,ADJ,erster
wichtiger,ADJ,wichtig
Schritt,NOUN,Schritt
",",PUNCT,--
wir,PRON,wir
brauchen,VERB,brauchen
aber,ADV,aber
weitere,ADJ,weit
",",PUNCT,--
um,SCONJ,um
ihnen,PRON,ihnen
wirklich,ADV,wirklich
verlässliche,ADJ,verlässlich
Perspektiven,NOUN,Perspektive
zu,PART,zu
geben,VERB,geben
.,PUNCT,--
“,PUNCT,--
Folgen,NOUN,Folge
Sie,PRON,sie
den,DET,der
Social-Media-Kanälen,NOUN,Social-Media-Kanäl
der,DET,der
Regierenden,ADJ,regierend
Bürgermeisterin,NOUN,Bürgermeisterin
auf,ADP,auf
Twitter,NOUN,Twitter
",",PUNCT,--
Facebook,PROPN,Facebook
",",PUNCT,--
Instagram,PROPN,Instagram
und,CCONJ,und
Youtube,PROPN,Youtube
!,PUNCT,--
