Token,PoS,Lemma
Gratis-Comic-Tag,NOUN,Gratis-Comic-Tag
in,ADP,in
der,DET,der
Dietrich-Bonhoeffer-Bibliothek,PROPN,Dietrich-Bonhoeffer-Bibliothek
und,CCONJ,und
in,ADP,in
der,DET,der
Heinrich-Schulz-Bibliothek,NOUN,Heinrich-Schulz-Bibliothek
"
",SPACE,"
"
Am,ADP,an
Samstag,NOUN,Samstag
",",PUNCT,--
dem,DET,der
11.,ADJ,11.
Mai,NOUN,Mai
2019,NUM,2019
",",PUNCT,--
werden,AUX,werden
in,ADP,in
Buchhandlungen,NOUN,Buchhandlung
",",PUNCT,--
Comic-Läden,NOUN,Comic-Läde
und,CCONJ,und
bei,ADP,bei
anderen,ADJ,anderer
Händlern,NOUN,Händler
kostenlose,ADJ,kostenlos
Comics,PROPN,Comic
für,ADP,für
Kinder,NOUN,Kind
und,CCONJ,und
Erwachsene,NOUN,erwachsene
verteilt,VERB,verteilen
.,PUNCT,--
Als,ADP,als
einzige,ADJ,einzig
Bibliotheken,NOUN,Bibliothek
in,ADP,in
Berlin,PROPN,Berlin
nehmen,VERB,nehmen
die,DET,der
Dietrich-Bonhoeffer-Bibliothek,PROPN,Dietrich-Bonhoeffer-Bibliothek
",",PUNCT,--
Brandenburgische,ADJ,brandenburgisch
Str.,NOUN,Str.
2,NUM,2
",",PUNCT,--
10713,NUM,10713
Berlin,PROPN,Berlin
und,CCONJ,und
die,DET,der
Heinrich-Schulz-Bibliothek,PROPN,Heinrich-Schulz-Bibliothek
",",PUNCT,--
Otto-Suhr-Allee,PROPN,Otto-Suhr-Allee
96,NUM,96
",",PUNCT,--
10585,NUM,10585
Berlin,PROPN,Berlin
in,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
am,ADP,an
Gratis-Comic-Tag,NOUN,Gratis-Comic-Tag
teil,ADV,teil
.,PUNCT,--
Viele,DET,vieler
Comicverlage,NOUN,Comicverlag
produzieren,VERB,produzieren
eigens,ADV,eigens
für,ADP,für
diesen,DET,dieser
Tag,NOUN,Tag
Comic-Hefte,NOUN,Comic-Heft
",",PUNCT,--
die,PRON,der
sich,PRON,sich
die,DET,der
Fans,NOUN,Fan
kostenlos,ADV,kostenlos
in,ADP,in
den,DET,der
teilnehmenden,ADJ,teilnehmend
Läden,NOUN,Laden
mitnehmen,VERB,mitnehmen
können,AUX,können
.,PUNCT,--
Die,DET,der
Auswahl,NOUN,Auswahl
ist,AUX,sein
groß,ADV,groß
:,PUNCT,--
Manga,PROPN,Manga
",",PUNCT,--
Superhelden,NOUN,Superhelde
",",PUNCT,--
frankobelgische,ADJ,frankobelgisch
Abenteuer,NOUN,Abenteuer
",",PUNCT,--
Disney,PROPN,Disney
",",PUNCT,--
Independent,PROPN,Independent
Comics,PROPN,Comics
und,CCONJ,und
vieles,PRON,viele
mehr,ADV,mehr
.,PUNCT,--
Wer,PRON,wer
im,ADP,in
Kostüm,NOUN,Kostüm
in,ADP,in
eine,DET,ein
oben,ADV,oben
genannten,ADJ,genannt
Bibliotheken,NOUN,Bibliothek
kommt,VERB,kommen
oder,CCONJ,oder
uns,PRON,uns
ihre,DET,ihr
/,PUNCT,--
seine,DET,sein
geheime,ADJ,geheim
(,PUNCT,--
Wunsch,NOUN,Wunsch
),PUNCT,--
Superkraft,NOUN,Superkraft
nennt,VERB,nennen
",",PUNCT,--
bekommt,VERB,bekommen
ein,DET,ein
Gratis-Comic,NOUN,Gratis-Comic
.,PUNCT,--
Selfies,NOUN,selfies
mit,ADP,mit
lebensgroßen,ADJ,lebensgroß
Superhelden,NOUN,Superhelden
dort,ADV,dort
ebenfalls,ADV,ebenfalls
möglich,ADV,möglich
.,PUNCT,--
In,ADP,in
den,DET,der
übrigen,ADJ,übrig
Stadtteilbibliotheken,NOUN,Stadtteilbibliothek
des,DET,der
Bezirks,NOUN,Bezirk
findet,VERB,finden
die,DET,der
Aktion,NOUN,Aktion
in,ADP,in
der,DET,der
folgenden,ADJ,folgend
Woche,NOUN,Woche
ab,ADP,ab
Montag,NOUN,Montag
",",PUNCT,--
dem,DET,der
13.,ADJ,13.
Mai,NOUN,Mai
",",PUNCT,--
statt,ADV,statt
.,PUNCT,--
Jeder,PRON,jeder
kann,AUX,können
einen,DET,ein
Comic,NOUN,Comic
erhalten,VERB,erhalten
und,CCONJ,und
verteilt,VERB,verteilen
wird,AUX,werden
nur,ADV,nur
solange,SCONJ,solange
der,DET,der
Vorrat,NOUN,Vorrat
reicht,VERB,reichen
!,PUNCT,--
Passend,NOUN,passend
zum,ADP,zu
Gratis-Comic-Tag,NOUN,Gratis-Comic-Tag
werden,AUX,werden
im,ADP,in
Mai,NOUN,Mai
und,CCONJ,und
Juni,NOUN,Juni
im,ADP,in
Rahmen,NOUN,Rahmen
des,DET,der
Monatsthemas,NOUN,Monatsthema
und,CCONJ,und
des,DET,der
Themenspezials,NOUN,Themenspezial
Comics,PROPN,Comics
und,CCONJ,und
Graphic,PROPN,Graphic
Novels,PROPN,Novel
ausgestellt,VERB,ausstellen
.,PUNCT,--
Weitere,ADJ,weit
Informationen,NOUN,Information
unter,ADP,unter
www.stadtbibliothek.charlottenburg-wilmersdorf.de,PROPN,www.stadtbibliothek.charlottenburg-wilmersdorf.de
oder,CCONJ,oder
www.wir-bieten-vielfalt-einen-ort.de,X,www.wir-bieten-vielfalt-einen-ort.de
/,PUNCT,--
Im,ADP,in
Auftrag,NOUN,Auftrag
Duong,PROPN,Duong
