Token,PoS,Lemma
Stolpersteinverlegungen,NOUN,Stolpersteinverlegung
im,ADP,in
Mai,NOUN,Mai
"
",SPACE,"
"
Die,DET,der
Bezirksstadträtin,NOUN,Bezirksstadträtin
für,ADP,für
Finanzen,NOUN,Finanz
",",PUNCT,--
Umwelt,NOUN,Umwelt
",",PUNCT,--
Kultur,NOUN,Kultur
und,CCONJ,und
Weiterbildung,NOUN,Weiterbildung
Clara,PROPN,Clara
Herrmann,PROPN,Herrmann
informiert,VERB,informieren
:,PUNCT,--
In,ADP,in
Friedrichshain-Kreuzberg,PROPN,Friedrichshain-Kreuzberg
werden,AUX,werden
neun,NUM,neun
weitere,ADJ,weit
Stolpersteine,NOUN,Stolpersteine
verlegt,VERB,verlegen
.,PUNCT,--
Mittwoch,NOUN,Mittwoch
",",PUNCT,--
den,DET,der
8.,ADJ,8.
Mai,NOUN,Mai
",",PUNCT,--
ab,ADP,ab
13,NUM,13
Uhr,NOUN,Uhr
Richard-Sorge-Straße,PROPN,Richard-Sorge-Straße
67,NUM,67
",",PUNCT,--
10243,NUM,10243
Berlin,PROPN,Berlin
",",PUNCT,--
danach,ADV,danach
Barnimstraße,PROPN,Barnimstraße
18,NUM,18
Weitere,ADJ,weit
Verlegungen,NOUN,Verlegung
am,ADP,an
Donnerstag,NOUN,Donnerstag
",",PUNCT,--
den,DET,der
9.,ADJ,9.
Mai,NOUN,Mai
",",PUNCT,--
um,ADP,um
13.30,NUM,13.30
Uhr,NOUN,Uhr
in,ADP,in
der,DET,der
Neuen,ADJ,neu
Weberstraße,NOUN,Weberstraße
57,NUM,57
und,CCONJ,und
am,ADP,an
Freitag,NOUN,Freitag
",",PUNCT,--
den,DET,der
10.,ADJ,10.
Mai,NOUN,Mai
",",PUNCT,--
um,ADP,um
11.30,NUM,11.30
Uhr,NOUN,Uhr
in,ADP,in
der,DET,der
Köpenicker,ADJ,Köpenicker
Straße,NOUN,Straße
174.,X,174.
Richard-Sorge-Straße,PROPN,Richard-Sorge-Straße
67,NUM,67
:,PUNCT,--
Dort,ADV,dort
werden,AUX,werden
zwei,NUM,zwei
Stolpersteine,NOUN,Stolperstein
für,ADP,für
Georg,PROPN,Georg
und,CCONJ,und
Gerhard,PROPN,Gerhard
Nathan,PROPN,Nathan
Brück,NOUN,Brück
verlegt,VERB,verlegen
.,PUNCT,--
Die,DET,der
jüdische,ADJ,jüdisch
Familie,NOUN,Familie
Brück,PROPN,Brück
lebte,VERB,leben
etwa,ADV,etwa
35,NUM,35
Jahre,NOUN,Jahr
in,ADP,in
der,DET,der
damaligen,ADJ,damalig
Tilsiter,NOUN,Tilsiter
Straße,NOUN,Straße
.,PUNCT,--
Georg,PROPN,Georg
Brück,PROPN,Brück
wurde,AUX,werden
1942,NUM,1942
nach,ADP,nach
Theresienstadt,PROPN,Theresienstadt
deportiert,VERB,deportieren
und,CCONJ,und
dort,ADV,dort
ermordet,VERB,ermorden
.,PUNCT,--
Sein,DET,sein
ältester,ADJ,ältest
Sohn,NOUN,Sohn
Gerhard,PROPN,Gerhard
Nathan,PROPN,Nathan
wurde,AUX,werden
1942,NUM,1942
nach,ADP,nach
Riga,PROPN,Riga
verschleppt,VERB,verschleppen
und,CCONJ,und
dort,ADV,dort
umgebracht,VERB,umbringen
.,PUNCT,--
Barnimstraße,PROPN,Barnimstraße
18,NUM,18
(,PUNCT,--
ca.,ADV,ca.
13.30,NUM,13.30
Uhr,NOUN,Uhr
):,PUNCT,):
Zwei,NUM,zwei
Stolpersteine,NOUN,stolpersteine
gedenken,VERB,gedenken
künftig,ADV,künftig
dem,DET,der
Schicksal,NOUN,Schicksal
von,ADP,von
Ilse,PROPN,Ilse
und,CCONJ,und
Berl,PROPN,Berl
Loewinski,PROPN,Loewinski
.,PUNCT,--
In,ADP,in
der,DET,der
Barnimstraße,PROPN,Barnimstraße
lebte,VERB,leben
die,DET,der
fünfköpfige,ADJ,fünfköpfig
Familie,NOUN,Familie
Loewinski,PROPN,Loewinski
",",PUNCT,--
für,ADP,für
die,PRON,der
bereits,ADV,bereits
Ende,NOUN,Ende
2016,NUM,2016
Stolpersteine,NOUN,Stolpersteine
vor,ADP,vor
verlegt,VERB,verlegen
wurden,AUX,werden
.,PUNCT,--
Diese,PRON,dieser
werden,AUX,werden
nun,ADV,nun
ergänzt,VERB,ergänzen
.,PUNCT,--
Die,DET,der
schwangere,ADJ,schwanger
Ilse,NOUN,Ilse
und,CCONJ,und
ihr,DET,ihr
Ehemann,NOUN,Ehemann
Siegfried,PROPN,Siegfried
wurden,AUX,werden
einen,DET,ein
Tag,NOUN,Tag
nach,ADP,nach
der,DET,der
standesamtlichen,ADJ,standesamtlich
Hochzeit,NOUN,Hochzeit
im,ADP,in
Oktober,NOUN,Oktober
1942,NUM,1942
von,ADP,von
der,DET,der
Gestapo,PROPN,Gestapo
in,ADP,in
ihrer,DET,ihr
Wohnung,NOUN,Wohnung
verhaftet,VERB,verhaften
und,CCONJ,und
ins,ADP,in
Polizeipräsidium,NOUN,Polizeipräsidium
Alexanderplatz,PROPN,Alexanderplatz
gebracht,VERB,bringen
.,PUNCT,--
Am,ADP,an
30.,ADJ,30.
Oktober,NOUN,Oktober
1942,NUM,1942
wurde,AUX,werden
das,DET,der
Ehepaar,NOUN,Ehepaar
nach,ADP,nach
Theresienstadt,PROPN,Theresienstadt
deportiert,VERB,deportieren
.,PUNCT,--
Dort,ADV,dort
kam,VERB,kommen
im,ADP,in
Mai,NOUN,Mai
1943,NUM,1943
der,DET,der
gemeinsame,ADJ,gemeinsam
Sohn,NOUN,Sohn
Berl,PROPN,Berl
zur,ADP,zu
Welt,NOUN,Welt
.,PUNCT,--
Ilse,NOUN,Ilse
und,CCONJ,und
ihr,DET,ihr
Sohn,NOUN,Sohn
Berl,PROPN,Berl
wurden,AUX,werden
1944,NUM,1944
nach,ADP,nach
Auschwitz,PROPN,Auschwitz
deportiert,VERB,deportieren
und,CCONJ,und
ermordet,VERB,ermorden
.,PUNCT,--
Donnerstag,NOUN,Donnerstag
",",PUNCT,--
9.,ADJ,9.
Mai,NOUN,Mai
Neue,ADJ,neu
Weberstraße,NOUN,Weberstraße
57,NUM,57
(,PUNCT,--
13.30,NUM,13.30
Uhr,NOUN,Uhr
):,PUNCT,):
Hier,ADV,hier
werden,AUX,werden
künftig,ADV,künftig
zwei,NUM,zwei
Stolpersteine,NOUN,Stolperstein
an,ADP,an
das,DET,der
Ehepaar,NOUN,Ehepaar
Elias,PROPN,Elias
und,CCONJ,und
Martha,PROPN,Martha
Feuerstein,PROPN,Feuerstein
erinnern,VERB,erinnern
.,PUNCT,--
Das,DET,der
Ehepaar,NOUN,Ehepaar
zog,VERB,ziehen
nach,ADP,nach
der,DET,der
Heirat,NOUN,Heirat
seiner,DET,sein
beiden,DET,beide
Töchter,NOUN,Tochter
in,ADP,in
die,DET,der
Strausbeger,ADJ,Strausbeger
Straße,NOUN,Straße
25.,NUM,25.
Dieser,DET,dieser
Teil,NOUN,Teil
der,DET,der
Straße,NOUN,Straße
existiert,VERB,existieren
heute,ADV,heute
nicht,PART,nicht
mehr,ADV,mehr
",",PUNCT,--
das,DET,der
Haus,NOUN,Haus
befand,VERB,befinden
sich,PRON,sich
etwa,ADV,etwa
dort,ADV,dort
",",PUNCT,--
wo,SCONJ,wo
heute,ADV,heute
die,DET,der
