Token,PoS,Lemma
Neue,ADJ,neu
Weberstraße,NOUN,Weberstraße
57,NUM,57
ist,AUX,sein
.,PUNCT,--
Im,ADP,in
selben,ADJ,selber
Haus,NOUN,Haus
betrieben,VERB,betreiben
sie,PRON,sie
eine,DET,ein
Wein-,X,Wein
und,CCONJ,und
Likörhandlung,NOUN,Likörhandlung
.,PUNCT,--
Ab,ADP,ab
1933,NUM,1933
begann,VERB,beginnen
das,DET,der
Geschäft,NOUN,Geschäft
aufgrund,ADP,aufgrund
des,DET,der
Boykotts,NOUN,Boykott
jüdischer,ADJ,jüdisch
Geschäftsleute,NOUN,Geschäftsleute
stark,ADV,stark
zurückzugehen,VERB,zurückzugehen
.,PUNCT,--
Während,SCONJ,während
der,DET,der
Reichspogromnacht,NOUN,Reichspogromnacht
wurden,AUX,werden
das,DET,der
Geschäft,NOUN,Geschäft
und,CCONJ,und
die,DET,der
Wohnung,NOUN,Wohnung
geplündert,VERB,plündern
und,CCONJ,und
völlig,ADV,völlig
zerstört,VERB,zerstören
.,PUNCT,--
Als,SCONJ,als
Elias,PROPN,Elias
Feuerstein,PROPN,Feuerstein
am,ADP,an
nächsten,ADJ,nächster
Tag,NOUN,Tag
nach,ADP,nach
seinem,DET,sein
Geschäft,NOUN,Geschäft
sehen,VERB,sehen
wollte,AUX,wollen
",",PUNCT,--
wurde,AUX,werden
er,PRON,er
kurze,ADJ,kurz
Zeit,NOUN,Zeit
darauf,ADV,darauf
auf,ADP,auf
der,DET,der
Straße,NOUN,Straße
liegend,ADV,liegend
aufgefunden,VERB,aufgefunden
.,PUNCT,--
Bei,ADP,bei
seiner,DET,sein
Einlieferung,NOUN,Einlieferung
ins,ADP,in
Krankenhaus,NOUN,Krankenhaus
war,AUX,sein
er,PRON,er
bereits,ADV,bereits
tot,ADV,tot
.,PUNCT,--
Martha,PROPN,Martha
Feuerstein,PROPN,Feuerstein
wurde,AUX,werden
im,ADP,in
Frühjahr,NOUN,Frühjahr
1944,NUM,1944
nach,ADP,nach
Theresienstadt,PROPN,Theresienstadt
und,CCONJ,und
von,ADP,von
dort,ADV,dort
weiter,ADV,weiter
nach,ADP,nach
Auschwitz,PROPN,Auschwitz
deportiert,VERB,deportieren
",",PUNCT,--
wo,SCONJ,wo
sie,PRON,sie
ermordet,VERB,ermorden
wurde,AUX,werden
.,PUNCT,--
Freitag,NOUN,Freitag
",",PUNCT,--
10.,ADJ,10.
Mai,NOUN,Mai
Köpenicker,ADJ,Köpenicker
Straße,NOUN,Straße
174,NUM,174
(,PUNCT,--
11.30,NUM,11.30
Uhr,NOUN,Uhr
):,PUNCT,):
Dort,ADV,dort
werden,AUX,werden
drei,NUM,drei
Stolpersteine,NOUN,Stolperstein
für,ADP,für
Robert,PROPN,Robert
",",PUNCT,--
Elisabeth,PROPN,Elisabeth
und,CCONJ,und
Renate,PROPN,Renate
Lesser,NOUN,Lesser
verlegt,VERB,verlegen
.,PUNCT,--
Der,DET,der
Kinderarzt,NOUN,Kinderarzt
Robert,PROPN,Robert
Lesser,PROPN,Lesser
wohnte,VERB,wohnen
gemeinsam,ADV,gemeinsam
mit,ADP,mit
seiner,DET,sein
Frau,NOUN,Frau
Elisabeth,PROPN,Elisabeth
und,CCONJ,und
seiner,DET,sein
1927,NUM,1927
geborenen,ADJ,geboren
Tochter,NOUN,Tochter
Renate,PROPN,Renate
in,ADP,in
der,DET,der
Köpenicker,ADJ,Köpenicker
Straße,NOUN,Straße
.,PUNCT,--
Im,ADP,in
selben,ADJ,selber
Haus,NOUN,Haus
hatte,AUX,haben
er,PRON,er
auch,ADV,auch
seine,DET,sein
Praxis,NOUN,Praxis
.,PUNCT,--
Schon,ADV,schon
kurz,ADV,kurz
nach,ADP,nach
der,DET,der
Machtübernahme,NOUN,Machtübernahme
der,DET,der
Nationalsozialisten,NOUN,Nationalsozialist
",",PUNCT,--
im,ADP,in
April,NOUN,April
1933,NUM,1933
",",PUNCT,--
wurde,AUX,werden
Dr.,NOUN,Dr.
Lessers,PROPN,Lessers
Praxisschild,PROPN,Praxisschild
überklebt,VERB,überkleben
mit,ADP,mit
Plakaten,NOUN,Plakat
",",PUNCT,--
die,PRON,der
zum,ADP,zu
Boykott,NOUN,Boykott
des,DET,der
jüdischen,ADJ,jüdisch
Arztes,NOUN,Arzt
aufriefen,VERB,aufriefen
.,PUNCT,--
Vor,ADP,vor
dem,DET,der
Haus,NOUN,Haus
standen,VERB,stehen
SA-Leute,NOUN,SA-Leute
",",PUNCT,--
die,PRON,der
die,DET,der
Patient*innen,NOUN,Patient*inn
daran,ADV,daran
hinderten,VERB,hinderten
",",PUNCT,--
diese,PRON,dieser
aufzusuchen,VERB,aufsuchen
.,PUNCT,--
Daher,ADV,daher
entschloss,ADV,entschloss
sich,PRON,sich
Robert,PROPN,Robert
Lesser,PROPN,Lesser
Anfang,NOUN,Anfang
1934,NUM,1934
",",PUNCT,--
eine,DET,ein
Praxis,NOUN,Praxis
und,CCONJ,und
Wohnung,NOUN,Wohnung
in,ADP,in
der,DET,der
Kaiserallee,PROPN,Kaiserallee
99,NUM,99
-,PUNCT,--
100,NUM,100
in,ADP,in
Berlin-Friedenau,PROPN,Berlin-Friedenau
zu,PART,zu
übernehmen,VERB,übernehmen
.,PUNCT,--
Die,DET,der
Familie,NOUN,Familie
erhoffte,VERB,erhoffen
sich,PRON,sich
",",PUNCT,--
dass,SCONJ,dass
die,DET,der
Diskriminierung,NOUN,Diskriminierung
im,ADP,in
Westen,NOUN,Westen
der,DET,der
Stadt,NOUN,Stadt
weniger,ADV,weniger
schlimm,ADV,schlimm
sei,AUX,sein
.,PUNCT,--
Doch,CCONJ,doch
auch,ADV,auch
dort,ADV,dort
wurden,AUX,werden
sie,PRON,sie
ständig,ADV,ständig
vom,ADP,von
Hauseigentümer,NOUN,Hauseigentümer
",",PUNCT,--
der,DET,der
Nationalsozialist,NOUN,Nationalsozialist
war,AUX,sein
",",PUNCT,--
schikaniert,VERB,schikanieren
.,PUNCT,--
Im,ADP,in
Januar,NOUN,Januar
1936,NUM,1936
wanderten,VERB,wandern
Robert,PROPN,Robert
",",PUNCT,--
Elisabeth,PROPN,Elisabeth
und,CCONJ,und
Renate,PROPN,Renate
Lesser,PROPN,Lesser
nach,ADP,nach
San,PROPN,San
Francisco,PROPN,Francisco
aus,ADP,aus
.,PUNCT,--
Im,ADP,in
Vorjahr,NOUN,Vorjahr
wurden,AUX,werden
in,ADP,in
unserem,DET,unser
Bezirk,NOUN,Bezirk
rund,ADV,rund
60,NUM,60
Stolpersteine,NOUN,Stolpersteine
verlegt,VERB,verlegen
.,PUNCT,--
Stolpersteine,ADV,stolpersteine
",",PUNCT,--
deren,DET,der
Verlegungen,NOUN,Verlegung
von,ADP,von
Angehörigen,NOUN,angehörige
initiiert,VERB,initiieren
werden,AUX,werden
",",PUNCT,--
finanziert,VERB,finanzieren
seit,ADP,seit
2017,NUM,2017
das,DET,der
Bezirksamt,NOUN,Bezirksamt
.,PUNCT,--
Dies,PRON,dieser
hat,AUX,haben
auch,ADV,auch
die,DET,der
Bezirksverordnetenversammlung,NOUN,Bezirksverordnetenversammlung
Friedrichshain-Kreuzberg,PROPN,Friedrichshain-Kreuzberg
mit,ADP,mit
einem,DET,ein
Beschluss,NOUN,Beschluss
bekräftigt,VERB,bekräftigen
.,PUNCT,--
Ansprechpartnerin,NOUN,Ansprechpartnerin
Sara,PROPN,Sara
Lühmann,PROPN,Lühmann
Pressesprecherin,NOUN,Pressesprecherin
Telefon,NOUN,Telefon
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
90298,NUM,90298
-,NUM,-
2843,NUM,2843
