Token,PoS,Lemma
.,PUNCT,--
Respekt,NOUN,Respekt
vor,ADP,vor
dieser,DET,dieser
großartigen,ADJ,großartig
Teamleistung,NOUN,Teamleistung
und,CCONJ,und
herzlichen,ADJ,herzlich
Glückwunsch,NOUN,Glückwunsch
an,ADP,an
alle,PRON,alle
",",PUNCT,--
die,PRON,der
in,ADP,in
den,DET,der
vergangenen,ADJ,vergangen
Monaten,NOUN,Monat
daran,ADV,daran
hart,ADV,hart
gearbeitet,VERB,arbeiten
haben,AUX,haben
.,PUNCT,--
Mit,ADP,mit
rund,ADV,rund
320,NUM,320
Millionen,NOUN,Million
Euro,NOUN,Euro
an,ADP,an
Fördervolumen,NOUN,Fördervolum
und,CCONJ,und
mehr,DET,mehr
als,ADP,als
tausend,NUM,tausend
neuen,ADJ,neu
Arbeitsplätzen,NOUN,Arbeitsplatz
ist,AUX,sein
das,PRON,der
ein,DET,ein
enormer,ADJ,enorm
Schub,NOUN,Schub
für,ADP,für
unsere,DET,unser
gesamte,ADJ,gesamt
Stadt,NOUN,Stadt
.,PUNCT,--
In,ADP,in
die,DET,der
nächste,ADJ,nächster
Phase,NOUN,Phase
des,DET,der
Exzellenzwettbewerbs,NOUN,Exzellenzwettbewerb
starten,VERB,starten
wir,PRON,wir
nun,ADV,nun
aus,ADP,aus
der,DET,der
Pole-Position,NOUN,Pole-Position
",",PUNCT,--
aber,CCONJ,aber
das,DET,der
Rennen,NOUN,rennen
ist,AUX,sein
noch,ADV,noch
nicht,PART,nicht
gewonnen,VERB,gewinnen
.,PUNCT,--
Wir,PRON,wir
werden,AUX,werden
weiterhin,ADV,weiterhin
alles,PRON,alle
tun,VERB,tun
",",PUNCT,--
um,SCONJ,um
den,DET,der
gemeinsamen,ADJ,gemeinsam
Verbundantrag,NOUN,Verbundantrag
unserer,DET,unser
Universitäten,NOUN,Universität
und,CCONJ,und
der,DET,der
Charité,NOUN,Charité
zu,PART,zu
unterstützen,VERB,unterstützen
.,PUNCT,--
“,PUNCT,--
Die,DET,der
bewilligten,ADJ,bewilligt
Exzellenzcluster,NOUN,Exzellenzcluster
in,ADP,in
Berlin,PROPN,Berlin
:,PUNCT,--
MATH+,PROPN,MATH+
Wie,ADP,wie
Berliner,ADJ,Berliner
Mathematik,NOUN,Mathematik
die,DET,der
Zukunft,NOUN,Zukunft
gestaltet,VERB,gestalten
Mit,ADP,mit
dem,DET,der
Forschungszentrum,NOUN,Forschungszentrum
der,DET,der
Berliner,ADJ,Berliner
Mathematik,NOUN,Mathematik
MATH+,PROPN,MATH+
entsteht,VERB,entstehen
ein,DET,ein
institutionen-,X,institutionen-
und,CCONJ,und
disziplinübergreifender,ADJ,disziplinübergreifend
Exzellenzcluster,NOUN,Exzellenzcluster
",",PUNCT,--
an,ADP,an
dem,PRON,der
Wissenschaftlerinnen,NOUN,Wissenschaftlerinnen
und,CCONJ,und
Wissenschaftler,NOUN,Wissenschaftler
neue,ADJ,neu
Ansätze,NOUN,Ansatz
in,ADP,in
der,DET,der
anwendungsorientierten,ADJ,anwendungsorientiert
Mathematik,NOUN,Mathematik
erforschen,VERB,erforschen
und,CCONJ,und
weiterentwickeln,VERB,weiterentwickeln
wollen,AUX,wollen
.,PUNCT,--
Im,ADP,in
Fokus,NOUN,Fokus
stehen,VERB,stehen
mathematische,ADJ,mathematisch
Grundlagen,NOUN,Grundlage
zur,ADP,zu
Nutzung,NOUN,Nutzung
immer,ADV,immer
größerer,ADJ,groß
Datenmengen,NOUN,datenmengen
in,ADP,in
den,DET,der
Lebens-,X,Leben
und,CCONJ,und
Materialwissenschaften,NOUN,Materialwissenschaft
",",PUNCT,--
der,DET,der
Energie-,X,Energie
und,CCONJ,und
Netzwerkforschung,NOUN,Netzwerkforschung
oder,CCONJ,oder
den,DET,der
Geistes-,X,Geist
und,CCONJ,und
Sozialwissenschaften,NOUN,Sozialwissenschaft
.,PUNCT,--
Ziel,NOUN,Ziel
ist,AUX,sein
es,PRON,es
",",PUNCT,--
neben,ADP,neben
wissenschaftlichen,ADJ,wissenschaftlich
Fortschritten,NOUN,Fortschritt
auch,ADV,auch
technologische,ADJ,technologisch
Innovationen,NOUN,Innovation
und,CCONJ,und
ein,DET,ein
umfassendes,ADJ,umfassend
Verständnis,NOUN,Verständnis
sozialer,ADJ,sozial
Prozesse,NOUN,Prozeß
zu,PART,zu
forcieren,VERB,forcieren
.,PUNCT,--
MATH+,PROPN,MATH+
wurde,AUX,werden
von,ADP,von
den,DET,der
drei,NUM,drei
großen,ADJ,groß
Berliner,ADJ,Berliner
Universitäten,NOUN,Universität
–,PUNCT,--
Freie,ADJ,frei
Universität,NOUN,Universität
Berlin,PROPN,Berlin
",",PUNCT,--
Humboldt-Universität,PROPN,Humboldt-Universität
zu,ADP,zu
Berlin,PROPN,Berlin
und,CCONJ,und
Technische,ADJ,technisch
Universität,NOUN,Universität
Berlin,PROPN,Berlin
–,PUNCT,--
gemeinsam,ADV,gemeinsam
beantragt,VERB,beantragen
und,CCONJ,und
bindet,VERB,binden
das,DET,der
Weierstraß-Institut,NOUN,Weierstraß-Institut
für,ADP,für
Angewandte,NOUN,Angewandte
Analysis,NOUN,Analysis
und,CCONJ,und
Stochastik,NOUN,Stochastik
sowie,CCONJ,sowie
das,DET,der
Zuse-Institut,NOUN,Zuse-Institut
Berlin,PROPN,Berlin
konzeptionell,ADV,konzeptionell
wie,ADP,wie
strukturell,ADV,strukturell
ein,ADV,ein
.,PUNCT,--
Es,PRON,es
schreibt,VERB,schreiben
die,DET,der
Erfolgsgeschichten,NOUN,Erfolgsgeschicht
des,DET,der
renommierten,ADJ,renommiert
Forschungszentrums,NOUN,Forschungszentrum
MATHEON,PROPN,MATHEON
und,CCONJ,und
der,DET,der
Berlin,PROPN,Berlin
Mathematical,PROPN,Mathematical
School,PROPN,School
fort,ADV,fort
",",PUNCT,--
die,PRON,der
seit,ADP,seit
2006,NUM,2006
durch,ADP,durch
die,DET,der
Exzellenzinitiative,NOUN,Exzellenzinitiative
gefördert,VERB,fördern
wird,AUX,werden
.,PUNCT,--
Sprecher,NOUN,Sprecher
:,PUNCT,--
Prof.,NOUN,Prof.
Dr.,NOUN,Dr.
Christof,PROPN,Christof
Schütte,PROPN,Schütte
(,PUNCT,--
Freie,ADJ,frei
Universität,NOUN,Universität
Berlin,PROPN,Berlin
),PUNCT,--
",",PUNCT,--
Prof.,NOUN,Prof.
Dr.,NOUN,Dr.
Michael,PROPN,Michael
Hintermüller,PROPN,Hintermüller
(,PUNCT,--
Humboldt-Universität,PROPN,Humboldt-Universität
zu,ADP,zu
Berlin,PROPN,Berlin
),PUNCT,--
",",PUNCT,--
Prof.,NOUN,Prof.
Dr.,NOUN,Dr.
Martin,PROPN,Martin
Skutella,PROPN,Skutella
(,PUNCT,--
Technische,ADJ,technisch
Universität,NOUN,Universität
Berlin,PROPN,Berlin
),PUNCT,--
Antragstellende,ADJ,antragstellend
Hochschulen,NOUN,Hochschule
:,PUNCT,--
Freie,ADJ,frei
Universität,NOUN,Universität
Berlin,PROPN,Berlin
",",PUNCT,--
Humboldt-Universität,PROPN,Humboldt-Universität
zu,ADP,zu
Berlin,PROPN,Berlin
",",PUNCT,--
Technische,ADJ,technisch
Universität,NOUN,Universität
Berlin,PROPN,Berlin
https://www.berlin-university-alliance.de/excellence-strategy/proposals/math/index.html,PROPN,https://www.berlin-university-alliance.de/excellence-strategy/proposals/math/index.html
Matters,PROPN,Matters
of,PROPN,of
Activity,PROPN,Activity
:,PUNCT,--
Image,NOUN,Image
Space,PROPN,Space
Material,NOUN,Material
Eine,DET,ein
neue,ADJ,neu
Kultur,NOUN,Kultur
des,DET,der
Materialen,NOUN,Materiale
Der,DET,der
Cluster,NOUN,Cluster
Matters,PROPN,Matters
of,PROPN,of
Activity,PROPN,Activity
hat,AUX,haben
das,DET,der
Ziel,NOUN,Ziel
",",PUNCT,--
Grundlagen,NOUN,Grundlage
für,ADP,für
eine,DET,ein
neue,ADJ,neu
Kultur,NOUN,Kultur
des,DET,der
Materialen,NOUN,Materiale
zu,PART,zu
schaffen,VERB,schaffen
.,PUNCT,--
Die,DET,der
zentrale,ADJ,zentral
Vision,NOUN,Vision
des,DET,der
Projekts,NOUN,Projekt
ist,AUX,sein
es,PRON,es
",",PUNCT,--
Bilder,NOUN,Bild
",",PUNCT,--
Räume,NOUN,Raum
und,CCONJ,und
Materialien,NOUN,Material
als,ADP,als
aktive,ADJ,aktiv
Bauformen,NOUN,Bauformen
einer,DET,ein
neuen,ADJ,neu
symbolischen,ADJ,symbolisch
und,CCONJ,und
physischen,ADJ,physisch
Realität,NOUN,Realität
zu,PART,zu
entwickeln,VERB,entwickeln
",",PUNCT,--
in,ADP,in
der,PRON,der
sich,PRON,sich
Natur,NOUN,Natur
und,CCONJ,und
Kultur,NOUN,Kultur
in,ADP,in
neuartiger,ADJ,neuartig
Weise,NOUN,Weise
verschränken,VERB,verschränken
.,PUNCT,--
In,ADP,in
diesem,DET,dieser
Zusammenhang,NOUN,Zusammenhang
ist,AUX,sein
die,DET,der
interdisziplinäre,ADJ,interdisziplinär
Erforschung,NOUN,Erforschung
und,CCONJ,und
Entwicklung,NOUN,Entwicklung
von,ADP,von
nachhaltigen,ADJ,nachhaltig
Prozessen,NOUN,Prozeß
und,CCONJ,und
Strukturen,NOUN,Struktur
ein,DET,ein
zentrales,ADJ,zentral
Anliegen,NOUN,Anliegen
in,ADP,in
allen,DET,aller
Bereichen,NOUN,Bereich
visuell-materialer,ADJ,visuell-material
Prägung,NOUN,Prägung
wie,ADP,wie
Wearables,PROPN,Wearable
",",PUNCT,--
Werkstofftechnik,NOUN,Werkstofftechnik
",",PUNCT,--
Medizintechnik,NOUN,Medizintechnik
",",PUNCT,--
Logistik,NOUN,Logistik
",",PUNCT,--
Architektur,NOUN,Architektur
und,CCONJ,und
Robotik,NOUN,Robotik
.,PUNCT,--
Mehr,DET,mehr
als,ADP,als
40,NUM,40
Disziplinen,NOUN,Disziplin
untersuchen,VERB,untersuch
systematisch,ADV,systematisch
Designstrategien,NOUN,Designstrategie
für,ADP,für
Materialien,NOUN,Material
und,CCONJ,und
Strukturen,NOUN,Struktur
",",PUNCT,--
die,PRON,der
sich,PRON,sich
spezifischen,ADJ,spezifisch
Anforderungen,NOUN,Anforderung
und,CCONJ,und
Umgebungen,NOUN,Umgebung
anpassen,VERB,anpassen
.,PUNCT,--
Der,DET,der
Cluster,NOUN,Cluster
setzt,VERB,setzen
auf,ADP,auf
eine,DET,ein
neue,ADJ,neu
Rolle,NOUN,Rolle
von,ADP,von
Gestaltung,NOUN,Gestaltung
",",PUNCT,--
die,PRON,der
sich,PRON,sich
vor,ADP,vor
dem,DET,der
Hintergrund,NOUN,Hintergrund
eines,DET,ein
wachsenden,ADJ,wachsend
Reichtums,NOUN,Reichtum
und,CCONJ,und
der,DET,der
stetigen,ADJ,stetig
Weiterentwicklung,NOUN,Weiterentwicklung
von,ADP,von
Materialien,NOUN,Material
und,CCONJ,und
Visualisierungsformen,NOUN,Visualisierungsformen
in,ADP,in
allen,DET,aller
Disziplinen,NOUN,Disziplin
abzeichnet,VERB,abzeichnen
.,PUNCT,--
Sprecher,NOUN,Sprecher
:,PUNCT,--
Prof.,NOUN,Prof.
Dr.,NOUN,Dr.
Wolfgang,PROPN,Wolfgang
Schäffner,PROPN,Schäffner
(,PUNCT,--
Humboldt-Universität,PROPN,Humboldt-Universität
zu,ADP,zu
Berlin,PROPN,Berlin
),PUNCT,--
Antragstellende,ADJ,antragstellend
Hochschule,NOUN,Hochschule
:,PUNCT,--
Humboldt-Universität,PROPN,Humboldt-Universität
zu,ADP,zu
Berlin,PROPN,Berlin
https://www.berlin-university-alliance.de/excellence-strategy/proposals/matters-of-activity/index.html,NOUN,https://www.berlin-university-alliance.de/excellence-strategy/proposals/matters-of-activity/index.html
NeuroCure,ADJ,NeuroCure
Neue,ADJ,neu
Perspektiven,NOUN,Perspektive
in,ADP,in
der,DET,der
Therapie,NOUN,Therapie
neurologischer,ADJ,neurologisch
und,CCONJ,und
psychiatrischer,ADJ,psychiatrisch
Erkrankungen,NOUN,Erkrankung
Der,DET,der
neurowissenschaftliche,ADJ,neurowissenschaftlich
Exzellenzcluster,NOUN,Exzellenzcluster
NeuroCure,PROPN,NeuroCure
wird,AUX,werden
bereits,ADV,bereits
seit,ADP,seit
2007,NUM,2007
im,ADP,in
Rahmen,NOUN,Rahmen
der,DET,der
Exzellenzinitiative,NOUN,Exzellenzinitiative
des,DET,der
Bundes,NOUN,Bund
und,CCONJ,und
der,DET,der
Länder,NOUN,Land
an,ADP,an
der,DET,der
Charité,PROPN,Charité
–,PUNCT,--
Universitätsmedizin,NOUN,Universitätsmedizin
Berlin,PROPN,Berlin
gefördert,VERB,fördern
und,CCONJ,und
kann,AUX,können
nun,ADV,nun
seine,DET,sein
erfolgreiche,ADJ,erfolgreich
Arbeit,NOUN,Arbeit
fortsetzen,VERB,fortsetzen
.,PUNCT,--
Die,DET,der
Erforschung,NOUN,Erforschung
von,ADP,von
neurologischen,ADJ,neurologisch
sowie,CCONJ,sowie
psychiatrischen,ADJ,psychiatrisch
Krankheitsmechanismen,NOUN,Krankheitsmechanism
und,CCONJ,und
die,DET,der
Übertragung,NOUN,Übertragung
grundlagenwissenschaftlicher,ADJ,grundlagenwissenschaftlich
Erkenntnisse,NOUN,Erkenntnis
in,ADP,in
klinisches,ADJ,klinisch
Handeln,NOUN,handeln
",",PUNCT,--
kurz,ADV,kurz
:,PUNCT,--
Translation,NOUN,Translation
",",PUNCT,--
stehen,VERB,stehen
im,ADP,in
Zentrum,NOUN,Zentrum
des,DET,der
interdisziplinären,ADJ,interdisziplinär
und,CCONJ,und
internationalen,ADJ,international
Konsortiums,NOUN,Konsortium
.,PUNCT,--
NeuroCure,PROPN,NeuroCure
wird,AUX,werden
sich,PRON,sich
in,ADP,in
Zukunft,NOUN,Zukunft
mit,ADP,mit
Projekten,NOUN,Projekt
aus,ADP,aus
dem,DET,der
gesamten,ADJ,gesamt
Lebensbereich,NOUN,Lebensbereich
–,PUNCT,--
von,ADP,von
der,DET,der
embryonalen,ADJ,embryonal
Entwicklung,NOUN,Entwicklung
bis,ADP,bis
ins,ADP,in
hohe,ADJ,hoch
Alter,NOUN,Alter
–,PUNCT,-
beschäftigen,VERB,beschäftigen
und,CCONJ,und
neue,ADJ,neu
innovative,ADJ,innovativ
Module,NOUN,Module
etablieren,VERB,etablieren
",",PUNCT,--
die,PRON,der
den,DET,der
Translationsprozess,NOUN,Translationsprozess
beschleunigen,VERB,beschleunigen
.,PUNCT,--
NeuroCure,PROPN,NeuroCure
ist,AUX,sein
an,ADP,an
der,DET,der
Charité,PROPN,Charité
–,PUNCT,--
Universitätsmedizin,NOUN,Universitätsmedizin
Berlin,PROPN,Berlin
",",PUNCT,--
der,DET,der
gemeinsamen,ADJ,gemeinsam
medizinischen,ADJ,medizinisch
Fakultät,NOUN,Fakultät
von,ADP,von
Freier,ADJ,Freier
Universität,NOUN,Universität
Berlin,PROPN,Berlin
und,CCONJ,und
der,DET,der
Humboldt-Universität,PROPN,Humboldt-Universität
zu,ADP,zu
Berlin,PROPN,Berlin
–,PUNCT,--
angesiedelt,VERB,ansiedeln
und,CCONJ,und
kooperiert,VERB,kooperieren
eng,ADV,eng
mit,ADP,mit
verschiedenen,ADJ,verschieden
außeruniversitären,ADJ,außeruniversitär
Forschungseinrichtungen,NOUN,Forschungseinrichtung
.,PUNCT,--
Sprecher,NOUN,Sprecher
:,PUNCT,--
Prof.,NOUN,Prof.
Dr.,NOUN,Dr.
Dietmar,PROPN,Dietmar
Schmitz,PROPN,Schmitz
(,PUNCT,--
Charité,X,Charité
–,PUNCT,--
Universitätsmedizin,NOUN,Universitätsmedizin
Berlin,PROPN,Berlin
),PUNCT,--
Antragstellende,ADJ,antragstellend
Hochschulen,NOUN,Hochschule
:,PUNCT,--
Freie,ADJ,frei
Universität,NOUN,Universität
Berlin,PROPN,Berlin
und,CCONJ,und
Humboldt-Universität,PROPN,Humboldt-Universität
zu,ADP,zu
Berlin,PROPN,Berlin
als,ADP,als
Trägerinnen,NOUN,trägerinnen
der,DET,der
Charité,PROPN,Charité
–,PUNCT,--
Universitätsmedizin,NOUN,Universitätsmedizin
Berlin,PROPN,Berlin
https://www.berlin-university-alliance.de/excellence-strategy/proposals/neurocure/index.html,NOUN,https://www.berlin-university-alliance.de/excellence-strategy/proposals/neurocure/index.html
Science,PROPN,Science
of,PROPN,of
Intelligence,PROPN,Intelligence
(,PUNCT,--
SCIoI,X,SCIoI
),PUNCT,--
Intelligenz,NOUN,Intelligenz
verstehen,VERB,verstehen
lernen,VERB,lernen
Im,ADP,in
Mittelpunkt,NOUN,Mittelpunkt
von,ADP,von
Science,PROPN,Science
of,PROPN,of
Intelligence,PROPN,Intelligence
",",PUNCT,--
einem,DET,ein
gemeinsamen,ADJ,gemeinsam
Exzellenzcluster,NOUN,Exzellenzcluster
der,DET,der
Technischen,ADJ,technisch
Universität,NOUN,Universität
Berlin,PROPN,Berlin
und,CCONJ,und
der,DET,der
Humboldt-Universität,PROPN,Humboldt-Universität
zu,ADP,zu
Berlin,PROPN,Berlin
",",PUNCT,--
steht,VERB,stehen
ein,DET,ein
besseres,ADJ,bess
Verständnis,NOUN,Verständnis
von,ADP,von
Intelligenz,NOUN,Intelligenz
in,ADP,in
all,DET,all
ihren,DET,ihr
Facetten,NOUN,Facette
:,PUNCT,--
Welche,DET,welcher
fundamentalen,ADJ,fundamental
Gesetze,NOUN,Gesetz
und,CCONJ,und
Prinzipien,NOUN,Prinzip
liegen,VERB,liegen
unterschiedlichen,ADJ,unterschiedlich
Formen,NOUN,Form
von,ADP,von
Intelligenz,NOUN,Intelligenz
zugrunde,ADV,zugrunde
–,PUNCT,--
sei,AUX,sein
es,PRON,es
künstliche,ADJ,künstlich
",",PUNCT,--
individuelle,ADJ,individuell
oder,CCONJ,oder
kollektive,ADJ,kollektiv
Intelligenz,NOUN,Intelligenz
?,PUNCT,--
Ihre,DET,ihr
Forschungsergebnisse,NOUN,Forschungsergebnis
wollen,AUX,wollen
die,DET,der
Wissenschaftlerinnen,NOUN,Wissenschaftlerin
und,CCONJ,und
Wissenschaftler,NOUN,Wissenschaftler
aus,ADP,aus
den,DET,der
verschiedensten,ADJ,verschieden
Disziplinen,NOUN,Disziplin
–,PUNCT,--
von,ADP,von
der,DET,der
Psychologie,NOUN,Psychologie
",",PUNCT,--
über,ADP,über
Robotik,NOUN,Robotik
",",PUNCT,--
Informatik,NOUN,Informatik
bis,ADP,bis
hin,ADV,hin
zur,ADP,zu
Philosophie,NOUN,Philosophie
und,CCONJ,und
Verhaltensforschung,NOUN,Verhaltensforschung
–,PUNCT,--
nutzen,VERB,nutzen
",",PUNCT,--
um,SCONJ,um
neue,ADJ,neu
intelligente,ADJ,intelligent
Technologien,NOUN,Technologie
zu,PART,zu
schaffen,VERB,schaffen
.,PUNCT,--
Die,DET,der
methodische,ADJ,methodisch
Strategie,NOUN,Strategie
des,DET,der
Clusters,NOUN,Cluster
ist,AUX,sein
dabei,ADV,dabei
ein,DET,ein
neuartiger,ADJ,neuartig
Ansatz,NOUN,Ansatz
in,ADP,in
der,DET,der
Intelligenzforschung,NOUN,Intelligenzforschung
",",PUNCT,--
bei,ADP,bei
dem,PRON,der
sämtliche,DET,sämtlich
Erkenntnisse,NOUN,Erkenntnis
",",PUNCT,--
Methoden,NOUN,Methode
",",PUNCT,--
Konzepte,NOUN,Konzept
und,CCONJ,und
Theorien,NOUN,Theorie
in,ADP,in
technologische,ADJ,technologisch
Artefakte,NOUN,Artefakt
einfließen,VERB,einfließen
müssen,AUX,müssen
",",PUNCT,--
beispielsweise,ADV,beispielsweise
Roboter,NOUN,Roboter
oder,CCONJ,oder
Computerprogramme,NOUN,Computerprogramm
.,PUNCT,--
Diese,DET,dieser
Artefakte,NOUN,Artefakt
dienen,VERB,dienen
als,ADP,als
gemeinsame,ADJ,gemeinsam
“,PUNCT,--
Sprache,NOUN,Sprache
”,PUNCT,”
",",PUNCT,--
die,PRON,der
einen,DET,ein
wissenschaftlichen,ADJ,wissenschaftlich
Austausch,NOUN,Austausch
über,ADP,über
disziplinäre,ADJ,disziplinär
Grenzen,NOUN,Grenze
hinweg,ADV,hinweg
ermöglichen,VERB,ermöglichen
soll,AUX,sollen
.,PUNCT,--
Sprecher,NOUN,Sprecher
:,PUNCT,--
Prof.,NOUN,Prof.
Dr.,NOUN,Dr.
Oliver,PROPN,Oliver
Brock,PROPN,Brock
",",PUNCT,--
Technische,ADJ,technisch
Universität,NOUN,Universität
Berlin,PROPN,Berlin
Antragstellende,ADJ,antragstellend
Hochschulen,NOUN,Hochschule
:,PUNCT,--
Technische,ADJ,technisch
Universität,NOUN,Universität
Berlin,PROPN,Berlin
",",PUNCT,--
Humboldt-Universität,PROPN,Humboldt-Universität
zu,ADP,zu
Berlin,PROPN,Berlin
https://www.berlin-university-alliance.de/excellence-strategy/proposals/scioi/index.html,PROPN,https://www.berlin-university-alliance.de/excellence-strategy/proposals/scioi/index.html
Contestations,X,Contestations
of,PROPN,of
the,PROPN,the
Liberal,PROPN,Liberal
Script,PROPN,Script
(,PUNCT,--
SCRIPTS,PROPN,SCRIPTS
),PUNCT,--
Weltweite,ADJ,Weltweite
Herausforderungen,NOUN,Herausforderung
für,ADP,für
liberale,ADJ,liberal
Demokratie,NOUN,Demokratie
und,CCONJ,und
Marktwirtschaft,NOUN,Marktwirtschaft
als,ADP,als
Ordnungsmodell,NOUN,Ordnungsmodell
Nach,ADP,nach
dem,DET,der
Ende,NOUN,Ende
des,DET,der
Kalten,ADJ,kalt
Krieges,NOUN,Krieg
schien,VERB,scheinen
sich,PRON,sich
die,DET,der
liberale,ADJ,liberal
Demokratie,NOUN,Demokratie
endgültig,ADV,endgültig
durchgesetzt,VERB,durchsetzen
zu,PART,zu
haben,AUX,haben
.,PUNCT,--
Doch,CCONJ,doch
25,NUM,25
Jahre,NOUN,Jahr
später,ADV,spät
befindet,VERB,befinden
sich,PRON,sich
das,DET,der
liberale,ADJ,liberal
Ordnungsmodell,NOUN,Ordnungsmodell
in,ADP,in
einer,DET,ein
tiefen,ADJ,tief
Krise,NOUN,Krise
.,PUNCT,--
Autoritäre,ADJ,autoritär
Machthaber,NOUN,Machthaber
wie,ADP,wie
der,DET,der
russische,ADJ,russisch
Präsident,NOUN,Präsident
Wladimir,PROPN,Wladimir
Putin,PROPN,Putin
",",PUNCT,--
der,DET,der
ungarische,ADJ,ungarisch
Staatschef,NOUN,Staatschef
Viktor,PROPN,Viktor
Orbán,PROPN,Orbán
",",PUNCT,--
der,DET,der
Generalsekretär,NOUN,Generalsekretär
der,DET,der
kommunistischen,ADJ,kommunistisch
Partei,NOUN,Partei
Chinas,PROPN,China
Xi,PROPN,Xi
Jinping,PROPN,Jinping
und,CCONJ,und
nichtstaatliche,ADJ,nichtstaatlich
Gewaltakteure,NOUN,Gewaltakteur
wie,ADP,wie
der,DET,der
Islamische,ADJ,islamisch
Staat,NOUN,Staat
positionieren,VERB,positionieren
sich,PRON,sich
offensiv,ADV,offensiv
als,ADP,als
Gegenspieler,NOUN,Gegenspieler
dieses,DET,dieser
Ordnungsmodells,NOUN,Ordnungsmodell
.,PUNCT,--
Zugleich,ADV,zugleich
erstarken,VERB,erstarken
innerhalb,ADP,innerhalb
liberaler,ADJ,liberal
Gesellschaften,NOUN,Gesellschaft
rechtspopulistische,ADJ,rechtspopulistisch
Bewegungen,NOUN,Bewegung
wie,ADP,wie
die,DET,der
Partei,NOUN,Partei
AfD,PROPN,AfD
in,ADP,in
Deutschland,PROPN,Deutschland
",",PUNCT,--
die,PRON,der
die,DET,der
Grundfeste,NOUN,Grundfeste
der,DET,der
liberalen,ADJ,liberal
Ordnung,NOUN,Ordnung
attackieren,VERB,attackieren
.,PUNCT,--
Transnationale,ADJ,transnational
Netzwerke,NOUN,Netzwerk
von,ADP,von
autoritären,ADJ,autoritär
Machthabern,NOUN,Machthaber
und,CCONJ,und
Populisten,NOUN,Populist
verbinden,VERB,verbinden
diese,DET,dieser
Akteure,NOUN,Akteur
.,PUNCT,--
In,ADP,in
dem,DET,der
Cluster,NOUN,Cluster
Contestations,PROPN,Contestations
of,PROPN,of
the,PROPN,the
