Token,PoS,Lemma
Entwurfsplanung,NOUN,Entwurfsplanung
),PUNCT,--
und,CCONJ,und
Beteiligungstermine,PROPN,Beteiligungstermine
.,PUNCT,--
Anschließend,ADV,anschließend
kann,AUX,können
das,DET,der
Planfeststellungsverfahren,NOUN,Planfeststellungsverfahr
starten,VERB,starten
.,PUNCT,--
Auf,ADP,auf
Grundlage,NOUN,Grundlage
des,DET,der
Planfeststellungsbeschlusses,NOUN,Planfeststellungsbeschluss
kann,AUX,können
mit,ADP,mit
der,DET,der
Baumaßnahme,NOUN,Baumaßnahme
begonnen,VERB,beginnen
werden,AUX,werden
.,PUNCT,--
Im,ADP,in
Zuge,NOUN,Zug
der,DET,der
Grundlagenermittlung,NOUN,Grundlagenermittlung
hatte,AUX,haben
sich,PRON,sich
ergeben,VERB,ergeben
",",PUNCT,--
dass,SCONJ,dass
die,DET,der
Straßenbahn,NOUN,Straßenbahn
das,PRON,der
am,PART,am
besten,ADV,gut
geeignete,ADJ,geeignet
Verkehrsmittel,NOUN,Verkehrsmittel
für,ADP,für
die,DET,der
Erschließung,NOUN,Erschließung
in,ADP,in
diesem,DET,dieser
Korridor,NOUN,Korridor
ist,AUX,sein
.,PUNCT,--
Es,PRON,es
wurden,AUX,werden
verschiedene,ADJ,verschieden
mögliche,ADJ,möglich
Trassenführungen,NOUN,Trassenführung
untersucht,VERB,untersuchen
und,CCONJ,und
anhand,ADP,anhand
eines,DET,ein
umfänglichen,ADJ,umfänglich
Kriterienkatalogs,NOUN,Kriterienkatalog
gemäß,ADV,gemäß
einer,DET,ein
für,ADP,für
Berlin,PROPN,Berlin
einheitlichen,ADJ,einheitlich
Methodik,NOUN,Methodik
bewertet,VERB,bewerten
.,PUNCT,--
Die,DET,der
Wirtschaftlichkeit,NOUN,Wirtschaftlichkeit
der,DET,der
planerisch,ADV,planerisch
zu,PART,zu
bevorzugenden,ADJ,bevorzugend
Variante,NOUN,Variante
nach,ADP,nach
dem,DET,der
Standardisierten,NOUN,Standardisierten
Bewertungsverfahren,NOUN,Bewertungsverfahre
wurde,AUX,werden
nachgewiesen,VERB,nachweisen
.,PUNCT,--
Demnach,ADV,demnach
überwiegt,VERB,überwiegen
der,DET,der
erwartete,ADJ,erwartet
volkswirtschaftliche,ADJ,volkswirtschaftlich
Nutzen,NOUN,Nutzen
der,DET,der
Strecke,NOUN,Strecke
gegenüber,ADP,gegenüber
den,DET,der
entstehenden,ADJ,entstehend
Kosten,NOUN,Kosten
.,PUNCT,--
Manja,PROPN,Manja
Schreiner,PROPN,Schreiner
",",PUNCT,--
Senatorin,NOUN,Senatorin
für,ADP,für
Mobilität,NOUN,Mobilität
",",PUNCT,--
Verkehr,NOUN,Verkehr
",",PUNCT,--
Klimaschutz,NOUN,Klimaschutz
und,CCONJ,und
Umwelt,NOUN,Umwelt
:,PUNCT,--
„,PUNCT,--
Die,DET,der
neue,ADJ,neu
Straßenbahn,NOUN,Straßenbahn
wird,AUX,werden
einige,DET,einiger
große,ADJ,groß
städtebauliche,ADJ,städtebaulich
Entwicklungsvorhaben,NOUN,Entwicklungsvorhabe
auf,ADP,auf
dem,DET,der
Gelände,NOUN,Gelände
des,DET,der
ehemaligen,ADJ,ehemalig
Flughafens,NOUN,Flughafen
Tegel,NOUN,Tegel
anbinden,VERB,anbinden
.,PUNCT,--
Da,ADV,da
ist,AUX,sein
zum,ADP,zu
einen,PRON,einer
das,DET,der
Schumacher-Quartier,NOUN,Schumacher-Quartier
mit,ADP,mit
5000,NUM,5000
Wohneinheiten,NOUN,Wohneinheit
.,PUNCT,--
Von,ADP,von
dem,DET,der
neuen,ADJ,neu
attraktiven,ADJ,attraktiv
ÖPNV-Angebot,NOUN,ÖPNV-Angebot
werden,AUX,werden
aber,ADV,aber
auch,ADV,auch
die,DET,der
künftigen,ADJ,künftig
Nutzer,NOUN,Nutzer
der,DET,der
Urban,NOUN,Urban
Tech,PROPN,Tech
Republic,PROPN,Republic
profitieren,VERB,profitieren
–,PUNCT,--
das,PRON,der
sind,AUX,sein
5000,NUM,5000
Studierende,NOUN,studierend
der,DET,der
Berliner,ADJ,Berliner
Hochschule,NOUN,Hochschule
für,ADP,für
Technik,NOUN,Technik
",",PUNCT,--
20.000,NUM,20.000
Beschäftigte,NOUN,beschäftigter
der,DET,der
etwa,ADV,etwa
800,NUM,800
Unternehmen,NOUN,Unternehmen
",",PUNCT,--
die,PRON,der
sich,PRON,sich
dort,ADV,dort
ansiedeln,VERB,ansiedeln
werden,AUX,werden
",",PUNCT,--
und,CCONJ,und
auch,ADV,auch
die,DET,der
vielen,DET,vieler
Menschen,NOUN,Mensch
",",PUNCT,--
die,PRON,der
in,ADP,in
den,DET,der
neuen,ADJ,neu
5000,NUM,5000
Wohnungen,NOUN,Wohnung
wohnen,VERB,wohnen
werden,AUX,werden
.,PUNCT,--
“,PUNCT,--
Die,DET,der
künftige,ADJ,künftig
Straßenbahn,NOUN,Straßenbahn
verläuft,VERB,verlaufen
grob,ADV,grob
vom,ADP,von
U-,X,U
und,CCONJ,und
S-Bahnhof,NOUN,S-Bahnhof
Jungfernheide,NOUN,Jungfernheide
über,ADP,über
den,DET,der
U-Bahnhof,NOUN,U-Bahnhof
Jakob-Kaiser-Platz,NOUN,Jakob-Kaiser-Platz
entlang,ADP,entlang
der,DET,der
Bundesautobahn,NOUN,Bundesautobahn
A,X,--
100,NUM,100
/,PUNCT,--
A,X,A
111,NUM,111
zum,ADP,zu
Gelände,NOUN,Gelände
der,DET,der
Urban,NOUN,Urban
Tech,PROPN,Tech
Republic,PROPN,Republic
auf,ADP,auf
dem,DET,der
ehemaligen,ADJ,ehemalig
Flughafen,NOUN,Flughafen
Tegel,NOUN,Tegel
und,CCONJ,und
entlang,ADP,entlang
des,DET,der
neuen,ADJ,neu
Stadtquartiers,NOUN,Stadtquartier
am,ADP,an
Kurt-Schumacher-Damm,PROPN,Kurt-Schumacher-Damm
bis,ADP,bis
zum,ADP,zu
U-Bahnhof,NOUN,U-Bahnhof
Kurt-Schumacher-Platz,PROPN,Kurt-Schumacher-Platz
.,PUNCT,--
Die,DET,der
Endstelle,NOUN,Endstelle
Kurt-Schumacher-Platz,PROPN,Kurt-Schumacher-Platz
bietet,VERB,bieten
einen,DET,ein
schnellen,ADJ,schnell
Übergang,NOUN,Übergang
zur,ADP,zu
U6,PROPN,U6
und,CCONJ,und
schafft,VERB,schaffen
damit,ADV,damit
eine,DET,ein
attraktive,ADJ,attraktiv
Verbindung,NOUN,Verbindung
in,ADP,in
Richtung,NOUN,Richtung
Friedrichstraße,PROPN,Friedrichstraße
und,CCONJ,und
ins,ADP,in
Tegeler,ADJ,Tegeler
Zentrum,NOUN,Zentrum
.,PUNCT,--
Zudem,ADV,zudem
wird,AUX,werden
der,DET,der
Bahnhof,NOUN,Bahnhof
Jungfernheide,PROPN,Jungfernheid
als,ADP,als
wichtige,ADJ,wichtig
Mobilitätsdrehscheibe,NOUN,Mobilitätsdrehscheibe
mit,ADP,mit
seinen,DET,sein
Verknüpfungen,NOUN,Verknüpfung
zu,ADP,zu
U-,X,U-
",",PUNCT,--
S-,X,S-
und,CCONJ,und
Regionalbahn,NOUN,Regionalbahn
gestärkt,VERB,stärken
.,PUNCT,--
Langfristig,ADV,langfristig
wird,AUX,werden
diese,DET,dieser
Straßenbahnverlängerung,NOUN,Straßenbahnverlängerung
vom,ADP,von
Hauptbahnhof,NOUN,Hauptbahnhof
aus,ADP,aus
über,ADP,über
die,DET,der
Turmstraße,NOUN,Turmstraße
in,ADP,in
Moabit,NOUN,Moabit
eine,DET,ein
Direktverbindung,NOUN,Direktverbindung
über,ADP,über
Jungfernheide,NOUN,Jungfernheid
in,ADP,in
Charlottenburg,PROPN,Charlottenburg
nach,ADP,nach
Reinickendorf,PROPN,Reinickendorf
ermöglichen,VERB,ermöglichen
.,PUNCT,--
