Token,PoS,Lemma
einigen,DET,einiger
Jahren,NOUN,Jahr
gehörte,VERB,gehören
",",PUNCT,--
der,DET,der
Wuhlgarten,NOUN,Wuhlgart
e.V.,NOUN,e.V.
",",PUNCT,--
der,PRON,der
vor,ADP,vor
drei,NUM,drei
Jahren,NOUN,Jahr
die,DET,der
Kirche,NOUN,Kirche
übernommen,VERB,übernehmen
hatte,AUX,haben
",",PUNCT,--
und,CCONJ,und
nicht,PART,nicht
zuletzt,ADV,zuletzt
die,DET,der
IG,NOUN,IG
Kirche,NOUN,Kirche
leisteten,VERB,leisten
dabei,ADV,dabei
eine,DET,ein
unermüdliche,ADJ,unermüdlich
Arbeit,NOUN,Arbeit
",",PUNCT,--
nicht,PART,nicht
nur,ADV,nur
Spender,NOUN,Spender
zu,PART,zu
gewinnen,VERB,gewinnen
",",PUNCT,--
sondern,CCONJ,sondern
durch,ADP,durch
eigene,ADJ,eigen
Arbeit,NOUN,Arbeit
",",PUNCT,--
eigene,ADJ,eigen
Aktionen,NOUN,Aktion
vieles,PRON,viele
auch,ADV,auch
selbst,ADV,selbst
zu,PART,zu
schaffen,VERB,schaffen
.,PUNCT,--
Und,CCONJ,und
so,ADV,so
konnte,AUX,können
nun,ADV,nun
mit,ADP,mit
den,DET,der
Bauarbeiten,NOUN,Bauarbeit
begonnen,VERB,beginnen
werden,AUX,werden
–,PUNCT,--
dank,ADP,dank
großzügiger,ADJ,großzügig
Spenden,NOUN,Spende
vieler,DET,vieler
Institutionen,NOUN,Institution
und,CCONJ,und
Einrichtungen,NOUN,Einrichtung
wie,ADP,wie
dem,DET,der
Unfallkrankenhaus,NOUN,Unfallkrankenhaus
Berlin,PROPN,Berlin
",",PUNCT,--
dem,DET,der
Landesdenkmalamt,NOUN,Landesdenkmalamt
Berlin,PROPN,Berlin
",",PUNCT,--
der,DET,der
Stiftung,NOUN,Stiftung
Denkmalschutz,NOUN,Denkmalschutz
",",PUNCT,--
dem,DET,der
Bezirksamt,NOUN,Bezirksamt
Marzahn,PROPN,Marzahn
",",PUNCT,--
vor,ADP,vor
allem,PRON,alle
aber,ADV,aber
vieler,PRON,vieler
",",PUNCT,--
vieler,DET,vieler
privater,ADJ,privat
Spender,NOUN,Spender
",",PUNCT,--
denen,PRON,der
ein,DET,ein
besonderer,ADJ,besonderer
Dank,NOUN,Dank
gebührt,VERB,gebühren
.,PUNCT,--
Die,DET,der
Besucher,NOUN,Besucher
der,DET,der
Krankenhauskirche,NOUN,krankenhauskirch
werden,AUX,werden
sich,PRON,sich
in,ADP,in
den,DET,der
nächsten,ADJ,nächster
Wochen,NOUN,Woche
und,CCONJ,und
Monaten,NOUN,Monat
an,ADP,an
Ort,NOUN,Ort
und,CCONJ,und
Stelle,NOUN,Stelle
über,ADP,über
den,DET,der
Fortgang,NOUN,Fortgang
der,DET,der
Arbeiten,NOUN,Arbeit
informieren,VERB,informieren
können,AUX,können
.,PUNCT,--
Es,PRON,es
wird,AUX,werden
für,ADP,für
uns,PRON,uns
alle,PRON,alle
eine,DET,ein
spannende,ADJ,spannend
Zeit,NOUN,Zeit
werden,AUX,werden
.,PUNCT,--
Wuhletal-Psychosoziales,PROPN,Wuhletal-Psychosoziale
Zentrum,NOUN,Zentrum
gGmbH,NOUN,gGmbH
Weiter,ADV,weiter
Infos,PROPN,infos
unter,ADP,unter
Tel.,NOUN,Tel.
:,PUNCT,--
030,NUM,030
/,PUNCT,--
56599590,NUM,56599590
Ein,DET,ein
Foto,NOUN,Foto
liegt,VERB,liegen
in,ADP,in
der,DET,der
Pressestelle,NOUN,Pressestelle
vor,ADP,vor
und,CCONJ,und
kann,AUX,können
gemailt,VERB,mailen
werden,AUX,werden
.,PUNCT,--
