Token,PoS,Lemma
so,ADV,so
manch,DET,mancher
unikates,ADJ,unikat
Stück,NOUN,Stück
kann,AUX,können
bei,ADP,bei
den,DET,der
Manufakturwaren,NOUN,Manufakturwar
entdeckt,VERB,entdecken
werden,AUX,werden
.,PUNCT,--
Die,DET,der
Geschäfte,NOUN,Geschäft
der,DET,der
Bölschestraße,NOUN,Bölschestraße
sind,AUX,sein
an,ADP,an
dem,DET,der
Wochenende,NOUN,Wochenende
auch,ADV,auch
sonntags,ADV,sonntags
geöffnet,VERB,öffnen
und,CCONJ,und
laden,VERB,laden
zum,ADP,zu
Stöbern,NOUN,Stöber
ein,ADV,ein
.,PUNCT,--
Auf,ADP,auf
dem,DET,der
Marktplatz,NOUN,Marktplatz
sorgt,VERB,sorgen
das,DET,der
Bühnenprogramm,NOUN,Bühnenprogramm
mit,ADP,mit
bunten,ADJ,bunt
Klängen,NOUN,Kläng
und,CCONJ,und
Rhythmen,NOUN,Rhythm
",",PUNCT,--
Tanz-,X,Tanz
und,CCONJ,und
Sportshows,NOUN,Sportshow
für,ADP,für
beste,ADJ,gut
Unterhaltung,NOUN,Unterhaltung
.,PUNCT,--
Gegenüber,ADP,gegenüber
begeistert,ADV,begeistert
Radio,PROPN,Radio
Teddy,PROPN,Teddy
am,ADP,an
Samstag,NOUN,Samstag
die,DET,der
kleinen,ADJ,klein
Besucher,NOUN,Besucher
",",PUNCT,--
derweil,ADV,derweil
nebenan,ADV,nebenan
Sportvereine,NOUN,Sportvereine
der,DET,der
Region,NOUN,Region
über,ADP,über
Ihre,DET,ihr
Arbeit,NOUN,Arbeit
und,CCONJ,und
Angebote,NOUN,Angebot
informieren,VERB,informieren
.,PUNCT,--
Ein,DET,ein
Programmpunkt,NOUN,Programmpunkt
muss,ADV,muss
in,ADP,in
diesem,DET,dieser
Jahr,NOUN,Jahr
leider,ADV,leider
entfallen,VERB,entfallen
:,PUNCT,--
Das,DET,der
Höhenfeuerwerk,NOUN,Höhenfeuerwerk
über,ADP,über
dem,DET,der
Müggelsee,PROPN,Müggelsee
am,ADP,an
Samstagabend,NOUN,Samstagabend
kann,AUX,können
auf,ADP,auf
Grund,NOUN,Grund
geänderter,ADJ,geändert
Rahmenbedingungen,NOUN,Rahmenbedingung
nicht,PART,nicht
wie,ADP,wie
gewohnt,ADV,gewohnt
stattfinden,VERB,stattfinden
.,PUNCT,--
Es,PRON,es
ist,AUX,sein
Brutzeit,NOUN,Brutzeit
und,CCONJ,und
ein,DET,ein
umfangreiches,ADJ,umfangreich
neues,ADJ,neu
Genehmigungsverfahren,NOUN,Genehmigungsverfahren
mit,ADP,mit
nunmehr,ADV,nunmehr
erforderlichen,ADJ,erforderlich
Gutachtenerstellungen,NOUN,Gutachtenerstellung
und,CCONJ,und
FFH-Verträglichkeitsprüfungen,NOUN,FFH-Verträglichkeitsprüfung
konnten,AUX,können
zeitlich,ADV,zeitlich
und,CCONJ,und
finanziell,ADV,finanziell
nicht,PART,nicht
geleistet,VERB,leisten
werden,AUX,werden
.,PUNCT,--
Dies,PRON,dieser
wird,AUX,werden
für,ADP,für
die,DET,der
Folgejahre,NOUN,Folgejahr
in,ADP,in
den,DET,der
nächsten,ADJ,nächster
Monaten,NOUN,Monat
weiter,ADV,weiter
geprüft,VERB,prüfen
.,PUNCT,--
Das,DET,der
ganze,ADJ,ganz
Programm,NOUN,Programm
finden,VERB,finden
Sie,PRON,sie
unter,ADP,unter
:,PUNCT,--
www.boelschefest.de,PROPN,www.boelschefest.de
