Token,PoS,Lemma
mit,ADP,mit
dem,DET,der
Film,NOUN,Film
Herzbergmaschine,PROPN,Herzbergmaschine
",",PUNCT,--
Teil,NOUN,Teil
1,NUM,1
",",PUNCT,--
statt,ADV,statt
.,PUNCT,--
Das,DET,der
Irish-Folk-Konzert,NOUN,Irish-Folk-Konzert
anlässlich,ADV,anlässlich
des,DET,der
St.,PROPN,St.
Patrick,PROPN,Patrick
´,PROPN,´
s,X,--
Feiertags,X,Feiertag
in,ADP,in
Irland,PROPN,Irland
mit,ADP,mit
Murphy,NOUN,Murphy
´,X,´
s,X,--
Law,X,Law
",",PUNCT,--
am,ADP,an
Freitag,NOUN,Freitag
",",PUNCT,--
11.,ADJ,11.
März,NOUN,März
2022,NUM,2022
",",PUNCT,--
20.00,NUM,20.00
Uhr,NOUN,Uhr
",",PUNCT,--
entfällt,VERB,entfallen
.,PUNCT,--
Das,DET,der
kleine,ADJ,klein
Theater,NOUN,Theater
spielt,VERB,spielen
am,ADP,an
Dienstag,NOUN,Dienstag
",",PUNCT,--
15.,ADJ,15.
März,NOUN,März
2022,NUM,2022
",",PUNCT,--
19.30,NUM,19.30
Uhr,NOUN,Uhr
",",PUNCT,--
„,PUNCT,--
Pentamerone,NOUN,Pentamerone
“,PUNCT,--
aus,ADP,aus
der,DET,der
italienischen,ADJ,italienisch
Märchensammlung,NOUN,Märchensammlung
des,DET,der
17.,ADJ,17.
Jahrhunderts,NOUN,Jahrhundert
.,PUNCT,--
Das,DET,der
400,NUM,400
Jahre,NOUN,Jahr
alte,ADJ,alt
„,PUNCT,--
Märchen,NOUN,märchen
der,DET,der
Märchen,NOUN,Märche
“,PUNCT,--
für,ADP,für
Erwachsene,NOUN,erwachsene
von,ADP,von
Giambattista,PROPN,Giambattista
Basile,PROPN,Basile
zeigt,VERB,zeigen
eine,DET,ein
wunderbare,ADJ,wunderbar
Fabulierlust,NOUN,Fabulierlust
und,CCONJ,und
unbändigen,ADJ,unbändig
Spaß,NOUN,Spaß
an,ADP,an
Bosheit,NOUN,Bosheit
und,CCONJ,und
Spott,NOUN,Spott
.,PUNCT,--
Christine,PROPN,Christine
Marx,PROPN,Marx
in,ADP,in
allen,DET,aller
Damenrollen,NOUN,damenrolle
",",PUNCT,--
Klaus,PROPN,Klaus
Nothnagel,PROPN,Nothnagel
in,ADP,in
allen,DET,aller
Herrenrollen,NOUN,Herrenroll
.,PUNCT,--
Die,DET,der
geplante,ADJ,geplant
Carlshorster,NOUN,Carlshorster
Musikbühne,NOUN,Musikbühne
",",PUNCT,--
am,ADP,an
Freitag,NOUN,Freitag
",",PUNCT,--
18.,ADJ,18.
März,NOUN,März
2022,NUM,2022
",",PUNCT,--
muss,PROPN,muss
leider,ADV,leider
entfallen,VERB,entfallen
.,PUNCT,--
Der,DET,der
Verflimmerte,NOUN,Verflimmerter
Donnerstag,NOUN,Donnerstag
am,ADP,an
24.,ADJ,24.
März,NOUN,März
2022,NUM,2022
",",PUNCT,--
19.30,NUM,19.30
Uhr,NOUN,Uhr
",",PUNCT,--
zeigt,VERB,zeigen
den,DET,der
DEFA-Film,NOUN,DEFA-Film
„,PUNCT,--
Der,DET,der
Biberpelz,NOUN,Biberpelz
“,PUNCT,--
",",PUNCT,--
von,ADP,von
1949,NUM,1949
",",PUNCT,--
Regie,NOUN,Regie
Erich,PROPN,Erich
Engel,PROPN,Engel
",",PUNCT,--
präsentiert,VERB,präsentieren
von,ADP,von
Filmwissenschaftlerin,NOUN,Filmwissenschaftlerin
Irina,PROPN,Irina
Vogt,PROPN,Vogt
.,PUNCT,--
Die,DET,der
„,PUNCT,--
Diebeskomödie,NOUN,Diebeskomödie
“,PUNCT,--
galt,VERB,gelten
bei,ADP,bei
Uraufführung,NOUN,Uraufführung
1893,NUM,1893
als,ADP,als
Provokation,NOUN,Provokation
und,CCONJ,und
doch,ADV,doch
ist,AUX,sein
die,DET,der
Handlung,NOUN,Handlung
der,DET,der
Geschichte,NOUN,Geschichte
von,ADP,von
Gerhart,PROPN,Gerhart
Hauptmann,PROPN,Hauptmann
bis,ADP,bis
heute,ADV,heute
bekannt,ADV,bekannt
.,PUNCT,--
Das,DET,der
komplette,ADJ,komplett
März-Programm,NOUN,März-Programm
des,DET,der
Kulturhauses,NOUN,Kulturhauses
wird,AUX,werden
voraussichtlich,ADV,voraussichtlich
am,ADP,an
Montag,NOUN,Montag
",",PUNCT,--
07.,ADJ,07.
Februar,NOUN,Februar
2022,NUM,2022
",",PUNCT,--
unter,ADP,unter
https://www.berlin.de/kulturhaus-karlshorst,NUM,https://www.berlin.de/kulturhaus-karlshorst
und,CCONJ,und
im,ADP,in
Programmflyer,NOUN,Programmflyer
veröffentlicht,VERB,veröffentlichen
.,PUNCT,--
Weitere,ADJ,weit
Informationen,NOUN,Information
:,PUNCT,--
Bezirksamt,ADP,bezirksamt
Lichtenberg,PROPN,Lichtenberg
von,ADP,von
Berlin,PROPN,Berlin
Kulturhaus,NOUN,Kulturhaus
Karlshorst,PROPN,Karlshorst
Telefon,PROPN,Telefon
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
475940610,NUM,475940610
E-Mail,NOUN,E-Mail
