Token,PoS,Lemma
Finanzierung,NOUN,Finanzierung
mit,ADP,mit
ebenfalls,ADV,ebenfalls
122.000,NUM,122.000
EUR,PROPN,EUR
beteiligt,VERB,beteiligen
.,PUNCT,--
Die,DET,der
Gesamtsumme,NOUN,Gesamtsumme
von,ADP,von
244.000,NUM,244.000
EUR,PROPN,EUR
wird,AUX,werden
für,ADP,für
die,DET,der
Etablierung,NOUN,Etablierung
eines,DET,ein
“,PUNCT,--
Standortmanagements,NOUN,Standortmanagement
”,PUNCT,”
auf,ADP,auf
der,DET,der
Wilmersdorfer,ADJ,Wilmersdorfer
Straße-,X,Straße
zur,ADP,zu
Sicherung,NOUN,Sicherung
der,DET,der
langfristigen,ADJ,langfristig
und,CCONJ,und
nachhaltigen,ADJ,nachhaltig
Entwicklung,NOUN,Entwicklung
der,DET,der
Wilmersdorfer,ADJ,Wilmersdorfer
Straße,NOUN,Straße
genutzt,VERB,nutzen
.,PUNCT,--
Ziel,NOUN,Ziel
des,DET,der
Standortmanagements,NOUN,Standortmanagement
ist,AUX,sein
:,PUNCT,--
Gewerbetreibende,NOUN,Gewerbetreibend
sollen,AUX,sollen
besser,ADV,gut
miteinander,ADV,miteinander
vernetzt,VERB,vernetzen
werden,AUX,werden
",",PUNCT,--
um,SCONJ,um
die,DET,der
gemeinsame,ADJ,gemeinsam
Identität,NOUN,Identität
für,ADP,für
die,DET,der
Einkaufsstraße,NOUN,Einkaufsstraße
zu,PART,zu
stärken,VERB,stärken
.,PUNCT,--
Finanziert,VERB,finanziert
werden,AUX,werden
soll,AUX,sollen
mit,ADP,mit
dem,DET,der
Geld,NOUN,Geld
unter,ADP,unter
anderem,PRON,anderer
auch,ADV,auch
eine,DET,ein
Analyse,NOUN,Analyse
",",PUNCT,--
die,PRON,der
die,DET,der
Gründe,NOUN,Grund
für,ADP,für
Ladenleerstand,NOUN,Ladenleerstand
ermitteln,VERB,ermitteln
soll,AUX,sollen
.,PUNCT,--
Bezirksbürgermeister,NOUN,Bezirksbürgermeister
Reinhard,PROPN,Reinhard
Naumann,PROPN,Naumann
:,PUNCT,--
bq,X,bq
.,PUNCT,--
Die,DET,der
Wilmersdorfer,ADJ,Wilmersdorfer
Straße,NOUN,Straße
ist,AUX,sein
nicht,PART,nicht
nur,ADV,nur
eine,PRON,einer
der,DET,der
wichtigsten,ADJ,wichtig
Einkaufsstraßen,NOUN,Einkaufsstraß
in,ADP,in
unserem,DET,unser
Bezirk,NOUN,Bezirk
",",PUNCT,--
sondern,CCONJ,sondern
auch,ADV,auch
mit,ADP,mit
der,DET,der
Vielfalt,NOUN,Vielfalt
der,DET,der
Geschäfte,NOUN,Geschäft
und,CCONJ,und
Kaufhäuser,NOUN,Kaufhaus
ein,DET,ein
wichtiger,ADJ,wichtig
Arbeitgeber,NOUN,Arbeitgeber
.,PUNCT,--
Ich,PRON,ich
habe,AUX,haben
mich,PRON,sich
vor,ADP,vor
rund,ADV,rund
einem,DET,ein
Jahr,NOUN,Jahr
selbst,ADV,selbst
sehr,ADV,sehr
dafür,ADV,dafür
eingesetzt,VERB,einsetzen
",",PUNCT,--
dass,SCONJ,dass
Karstadt,PROPN,Karstadt
als,ADP,als
einer,PRON,einer
der,DET,der
Magneten,NOUN,Magnet
an,ADP,an
diesem,DET,dieser
Standort,NOUN,Standort
erhalten,VERB,erhalten
bleibt,VERB,bleiben
und,CCONJ,und
nicht,PART,nicht
geschlossen,VERB,schließen
wird,AUX,werden
.,PUNCT,--
Es,PRON,es
gilt,VERB,gelten
nun,ADV,nun
die,DET,der
Straße,NOUN,Straße
für,ADP,für
die,DET,der
Herausforderungen,NOUN,Herausforderung
der,DET,der
Digitalisierung,NOUN,Digitalisierung
und,CCONJ,und
des,DET,der
Online-Handels,NOUN,Online-Handel
zu,PART,zu
stärken,VERB,stärken
.,PUNCT,--
Wir,PRON,wir
wollen,AUX,wollen
als,ADP,als
Bezirksamt,NOUN,Bezirksamt
gemeinsam,ADV,gemeinsam
mit,ADP,mit
den,DET,der
Gewerbetreibenden,NOUN,Gewerbetreibenden
Konzepte,NOUN,Konzept
zu,PART,zu
entwickeln,VERB,entwickeln
",",PUNCT,--
die,PRON,der
die,DET,der
Straße,NOUN,Straße
zukunftsfähig,ADV,zukunftsfähig
machen,VERB,machen
.,PUNCT,--
Ich,PRON,ich
danke,VERB,danken
ausdrücklich,ADV,ausdrücklich
Felix,PROPN,Felix
Niecke,NOUN,Niecke
",",PUNCT,--
dem,DET,der
Leiter,NOUN,Leiter
unserer,DET,unser
Wirtschaftsförderung,NOUN,Wirtschaftsförderung
",",PUNCT,--
der,PRON,der
in,ADP,in
Gesprächen,NOUN,Gespräch
mit,ADP,mit
den,DET,der
Händlern,NOUN,Händler
Bedarfe,NOUN,Bedarfe
ermittelt,VERB,ermitteln
und,CCONJ,und
sich,PRON,sich
erfolgreich,ADV,erfolgreich
für,ADP,für
die,DET,der
WDM-Mittel,NOUN,WDM-Mittel
eingesetzt,VERB,einsetzen
hat,AUX,haben
.,PUNCT,--
Im,ADP,in
Auftrag,NOUN,Auftrag
Brühl,NOUN,Brühl
